sample_id	species	accession	genotype	tissue	date	plate_pos	plate	batch
PN10_SID947	Zea_mays	Zx.0440	Zx.0440_P2_P3_P1.1.1.1	leaf	May262023	G11	10	
PN10_SID948	Zea_mays	Zv.0280	Zv.0280_P1_P5_P1.1.1.1	leaf	May262023	G12	10	
PN10_SID949	Zea_mays	Zd.0010	Zd.0010_P3_P2_P5.4.1.1	leaf	May262023	H01	10	
PN10_SID950	Zea_mays	Zv.0280	Zv.0280_P1_P2_P1.2.1.1	leaf	May262023	H02	10	
PN10_SID951	Zea_mays	Zx.0560	Zx.0560_P2_P3_P3.2.1.1	leaf	May262023	H03	10	
PN10_SID952	Zea_mays	B73	B73	leaf	May262023	H04	10	
PN10_SID953	Zea_mays	Zv.0370	Zv.0370_P3_P1_P2.1.1.1	leaf	May262023	H05	10	
PN10_SID954	Zea_mays	Zv.0430	Zv.0430_P3_P4_P1.2.1.1	leaf	May262023	H06	10	
PN10_SID955	Zea_mays	Zx.0360	Zx.0360_P2_P4_P1.1.1.1	leaf	May262023	H07	10	
PN10_SID956	Zea_mays	Zx.0580	Zx.0580_P3_P2_P1.3.1.1	leaf	May262023	H08	10	
PN10_SID957	Zea_mays	Zx.0550	Zx.0550_P4_P4_P4.3.1.1	leaf	May262023	H09	10	
PN10_SID958	Zea_mays	Zx.0550	Zx.0550_P4_P1_P3.2.1.1	leaf	May262023	H10	10	
PN10_SID959	Zea_mays	Zx.0580	Zx.0580_P3_P5_P1.3.1.1	leaf	May262023	H11	10	
PN10_SID960	Zea_mays	Zx.0540	Zx.0540_P3_P4_P3.5.1.1	leaf	May262023	H12	10	
PN11_SID961	Zea_mays	Zv.0260	Zv.0260_P2_P1_P1.1.1.1	leaf	May262023	A01	11	
PN11_SID962	Zea_mays	Zd.0010	Zd.0010_P3_P4_P4.4.1.1	leaf	May262023	A02	11	
PN11_SID963	Zea_mays	Zv.0010	Zv.0010_P3_P5_P1.2.1.1	leaf	May262023	A03	11	
PN11_SID964	Zea_mays	Zh.0030	Zh.0030_P4_P3_P3.4.1.1	leaf	May262023	A04	11	
PN11_SID965	Zea_mays	Zx.0540	Zx.0540_P3_P2_P2.3.1.1	leaf	May262023	A05	11	
PN11_SID966	Zea_mays	Zx.0580	Zx.0580_P2_P3_P1.1.1.1	leaf	May262023	A06	11	
PN11_SID967	Zea_mays	Zx.0370	Zx.0370_P2_P2_P1.2.1.1	leaf	May262023	A07	11	
PN11_SID968	Zea_mays	Zx.0560	Zx.0560_P4_P2_P2.4.1.1	leaf	May262023	A08	11	
PN11_SID969	Zea_mays	Zx.0410	Zx.0410_P2_P1_P1.1.1.1	leaf	May262023	A09	11	
PN11_SID970	Zea_mays	Zd.0010	Zd.0010_P2_P4_P2.2.1.1	leaf	May262023	A10	11	
PN11_SID971	Zea_mays	Zd.0020	Zd.0020_P2_P3_P2.3.1.1	leaf	May262023	A11	11	
PN11_SID972	Zea_mays	B73	B73	leaf	May262023	A12	11	
PN11_SID973	Zea_mays	Zl.0050	Zl.0050_P1_P1_P4.3.1.1	leaf	May262023	B01	11	
PN11_SID974	Zea_mays	Zx.0030	Zx.0030_P2_P2_P1.2.1.1	leaf	May262023	B02	11	
PN11_SID975	Zea_mays	Zv.0270	Zv.0270_P2_P5_P1.2.1.1	leaf	May262023	B03	11	
PN11_SID976	Zea_mays	Zd.0040	Zd.0040_P1_P3_P1.3.1.1	leaf	May262023	B04	11	
PN11_SID977	Zea_mays	B73	B73	leaf	May262023	B05	11	
PN11_SID978	Zea_mays	Zx.0440	Zx.0440_P2_P5_P1.2.1.1	leaf	May262023	B06	11	
PN11_SID979	Zea_mays	Zx.0410	Zx.0410_P2_P4_P1.4.1.1	leaf	May262023	B07	11	
PN11_SID980	Zea_mays	Zx.0560	Zx.0560_P4_P3_P3.2.1.1	leaf	May262023	B08	11	
PN11_SID981	Zea_mays	Zx.0220	Zx.0220_P2_P5_P1.1.1.1	leaf	May262023	B09	11	
PN11_SID982	Zea_mays	Zd.0010	Zd.0010_P2_P5_P2.3.1.1	leaf	May262023	B10	11	
PN11_SID983	Zea_mays	B73	B73	leaf	May262023	B11	11	
PN11_SID984	Zea_mays	Zx.0570	Zx.0570_P2_P1_P2.2.1.1	leaf	May262023	B12	11	
PN11_SID985	Zea_mays	Zv.0470	Zv.0470_P2_P3_P1.1.1.1	leaf	May262023	C01	11	
PN11_SID986	Zea_mays	Zd.0020	Zd.0020_P3_P2_P4.3.1.1	leaf	May262023	C02	11	
PN11_SID987	Zea_mays	B73	B73	leaf	May262023	C03	11	
PN11_SID988	Zea_mays	B73	B73	leaf	May262023	C04	11	
PN11_SID989	Zea_mays	B73	B73	leaf	May262023	C05	11	
PN11_SID990	Zea_mays	Zx.0160	Zx.0160_P2_P3_P1.1.1.1	leaf	May262023	C06	11	
PN11_SID991	Zea_mays	Zl.0030	Zl.0030_P2_P4_P1.2.1.1	leaf	May262023	C07	11	
PN11_SID992	Zea_mays	Zv.0080	Zv.0080_P2_P3_P1.2.1.1	leaf	May262023	C08	11	
PN11_SID993	Zea_mays	Zv.0340	Zv.0340_P2_P3_P1.1.1.1	leaf	May262023	C09	11	
PN11_SID994	Zea_mays	Zv.0250	Zv.0250_P3_P1_P1.2.1.1	leaf	May262023	C10	11	
PN11_SID995	Zea_mays	Zh.0030	Zh.0030_P4_P4_P2.2.1.1	leaf	May262023	C11	11	
PN11_SID996	Zea_mays	Zx.0540	Zx.0540_P3_P5_P6.2.1.1	leaf	May262023	C12	11	
PN11_SID997	Zea_mays	Zv.0190	Zv.0190_P3_P5_P1.2.1.1	leaf	May262023	D01	11	
PN11_SID998	Zea_mays	Zv.0240	Zv.0240_P2_P5_P1.1.1.1	leaf	May262023	D02	11	
PN11_SID999	Zea_mays	Zd.0030	Zd.0030_P2_P2_P1.2.1.1	leaf	May262023	D03	11	
PN11_SID1000	Zea_mays	Zx.0400	Zx.0400_P1_P2_P1.1.1.1	leaf	May262023	D04	11	
PN11_SID1001	Zea_mays	Zd.0040	Zd.0040_P1_P3_P1.1.1.1	leaf	May262023	D05	11	
PN11_SID1002	Zea_mays	Zh.0020	Zh.0020_P3_P2_P1.3.1.1	leaf	May262023	D06	11	
PN11_SID1003	Zea_mays	Zv.0370	Zv.0370_P3_P3_P2.1.1.1	leaf	May262023	D07	11	
PN11_SID1004	Zea_mays	Zx.0440	Zx.0440_P1_P3_P1.2.1.1	leaf	May262023	D08	11	
PN11_SID1005	Zea_mays	Zx.0100	Zx.0100_P4_P1_P1.2.1.1	leaf	May262023	D09	11	
PN11_SID1006	Zea_mays	Zv.0050	Zv.0050_P1_P2_P1.1.1.1	leaf	May262023	D10	11	
PN11_SID1007	Zea_mays	Zd.0030	Zd.0030_P2_P4_P2.1.1.1	leaf	May262023	D11	11	
PN11_SID1008	Zea_mays	Zx.0400	Zx.0400_P1_P4_P2.2.1.1	leaf	May262023	D12	11	
PN11_SID1009	Zea_mays	Zx.0160	Zx.0160_P2_P1_P1.2.1.1	leaf	May262023	E01	11	
PN11_SID1010	Zea_mays	Zx.0570	Zx.0570_P2_P4_P2.1.1.1	leaf	May262023	E02	11	
PN11_SID1011	Zea_mays	Zv.0030	Zv.0030_P1_P1_P1.2.1.1	leaf	May262023	E03	11	
PN11_SID1012	Zea_mays	Zx.0540	Zx.0540_P3_P5_P2.5.1.1	leaf	May262023	E04	11	
PN11_SID1013	Zea_mays	Zd.0010	Zd.0010_P2_P2_P2.2.1.1	leaf	May262023	E05	11	
PN11_SID1014	Zea_mays	Zx.0350	Zx.0350_P1_P1_P1.1.1.1	leaf	May262023	E06	11	
PN11_SID1015	Zea_mays	Zx.0510	Zx.0510_P1_P3_P1.2.1.1	leaf	May262023	E07	11	
PN11_SID1016	Zea_mays	Zv.0310	Zv.0310_P3_P5_P1.3.1.1	leaf	May262023	E08	11	
PN11_SID1017	Zea_mays	Zx.0580	Zx.0580_P2_P1_P1.5.1.1	leaf	May262023	E09	11	
PN11_SID1018	Zea_mays	Zv.0390	Zv.0390_P2_P3_P1.1.1.1	leaf	May262023	E10	11	
PN11_SID1019	Zea_mays	B73	B73	leaf	May262023	E11	11	
PN11_SID1020	Zea_mays	Zx.0410	Zx.0410_P2_P1_P1.4.1.1	leaf	May262023	E12	11	
PN11_SID1021	Zea_mays	Zv.0290	Zv.0290_P2_P1_P1.2.1.1	leaf	May262023	F01	11	
PN11_SID1022	Zea_mays	Zh.0020	Zh.0020_P3_P1_P1.1.1.1	leaf	May262023	F02	11	
PN11_SID1023	Zea_mays	Zx.0560	Zx.0560_P4_P3_P4.1.1.1	leaf	May262023	F03	11	
PN11_SID1024	Zea_mays	Zx.0580	Zx.0580_P3_P1_P3.2.1.1	leaf	May262023	F04	11	
PN11_SID1025	Zea_mays	Zv.0390	Zv.0390_P2_P1_P1.2.1.1	leaf	May262023	F05	11	
PN11_SID1026	Zea_mays	Zv.0040	Zv.0040_P3_P5_P1.1.1.1	leaf	May262023	F06	11	
PN11_SID1027	Zea_mays	Zl.0040	Zl.0040_P4_P1_P1.2.1.1	leaf	May262023	F07	11	
PN11_SID1028	Zea_mays	Zl.0050	Zl.0050_P1_P5_P3.4.1.1	leaf	May262023	F08	11	
PN11_SID1029	Zea_mays	Zd.0030	Zd.0030_P2_P4_P3.2.1.1	leaf	May262023	F09	11	
PN11_SID1030	Zea_mays	Zv.0270	Zv.0270_P2_P3_P2.1.1.1	leaf	May262023	F10	11	
PN11_SID1031	Zea_mays	Zx.0220	Zx.0220_P2_P3_P1.3.1.1	leaf	May262023	F11	11	
PN11_SID1032	Zea_mays	Zx.0150	Zx.0150_P2_P3_P1.1.1.1	leaf	May262023	F12	11	
PN11_SID1033	Zea_mays	Zd.0020	Zd.0020_P2_P1_P1.2.1.1	leaf	May262023	G01	11	
PN11_SID1034	Zea_mays	Zd.0030	Zd.0030_P2_P4_P2.4.1.1	leaf	May262023	G02	11	
PN11_SID1035	Zea_mays	Zx.0580	Zx.0580_P2_P5_P4.3.1.1	leaf	May262023	G03	11	
PN11_SID1036	Zea_mays	Zv.0250	Zv.0250_P3_P5_P1.2.1.1	leaf	May262023	G04	11	
PN11_SID1037	Zea_mays	Zl.0030	Zl.0030_P2_P4_P1.1.1.1	leaf	May262023	G05	11	
PN11_SID1038	Zea_mays	Zx.0130	Zx.0130_P1_P3_P1.2.1.1	leaf	May262023	G06	11	
PN11_SID1039	Zea_mays	Zd.0040	Zd.0040_P1_P4_P4.3.1.1	leaf	May262023	G07	11	
PN11_SID1040	Zea_mays	Zd.0030	Zd.0030_P2_P4_P5.3.1.1	leaf	May262023	G08	11	
PN11_SID1041	Zea_mays	B73	B73	leaf	May262023	G09	11	
PN11_SID1042	Zea_mays	Zx.0560	Zx.0560_P2_P5_P1.2.1.1	leaf	May262023	G10	11	
PN11_SID1043	Zea_mays	Zx.0580	Zx.0580_P2_P1_P1.4.1.1	leaf	May262023	G11	11	
PN11_SID1044	Zea_mays	B73	B73	leaf	May262023	G12	11	
PN11_SID1045	Zea_mays	B73	B73	leaf	May262023	H01	11	
PN11_SID1046	Zea_mays	Zx.0490	Zx.0490_P4_P5_P1.1.1.1	leaf	May262023	H02	11	
PN11_SID1047	Zea_mays	Zx.0520	Zx.0520_P2_P2_P1.1.1.1	leaf	May262023	H03	11	
PN11_SID1048	Zea_mays	Zd.0040	Zd.0040_P1_P4_P3.1.1.1	leaf	May262023	H04	11	
PN11_SID1049	Zea_mays	Zd.0010	Zd.0010_P2_P1_P2.1.1.1	leaf	May262023	H05	11	
PN11_SID1050	Zea_mays	Zl.0050	Zl.0050_P1_P1_P3.2.1.1	leaf	May262023	H06	11	
PN11_SID1051	Zea_mays	Zx.0580	Zx.0580_P2_P5_P6.3.1.1	leaf	May262023	H07	11	
PN11_SID1052	Zea_mays	Zx.0160	Zx.0160_P2_P2_P1.2.1.1	leaf	May262023	H08	11	
PN11_SID1053	Zea_mays	Zv.0430	Zv.0430_P3_P5_P1.1.1.1	leaf	May262023	H09	11	
PN11_SID1054	Zea_mays	Zv.0340	Zv.0340_P2_P2_P1.1.1.1	leaf	May262023	H10	11	
PN11_SID1055	Zea_mays	Zv.0480	Zv.0480_P2_P3_P1.2.1.1	leaf	May262023	H11	11	
PN11_SID1056	Zea_mays	Zh.0020	Zh.0020_P3_P2_P2.4.1.1	leaf	May262023	H12	11	
PN12_SID1057	Zea_mays	Zd.0010	Zd.0010_P2_P1_P2.3.1.1	leaf	May262023	A01	12	
PN12_SID1058	Zea_mays	Zx.0580	Zx.0580_P3_P2_P3.2.1.1	leaf	May262023	A02	12	
PN12_SID1059	Zea_mays	Zx.0160	Zx.0160_P2_P5_P2.1.1.1	leaf	May262023	A03	12	
PN12_SID1060	Zea_mays	#N/A	#N/A	leaf	May262023	A04	12	
PN12_SID1061	Zea_mays	Zl.0040	Zl.0040_P4_P3_P2.4.1.1	leaf	May262023	A05	12	
PN12_SID1062	Zea_mays	Zx.0580	Zx.0580_P3_P1_P1.2.1.1	leaf	May262023	A06	12	
PN12_SID1063	Zea_mays	Zx.0540	Zx.0540_P3_P1_P2.1.1.1	leaf	May262023	A07	12	
PN12_SID1064	Zea_mays	Zd.0040	Zd.0040_P1_P4_P1.2.1.1	leaf	May262023	A08	12	
PN12_SID1065	Zea_mays	Zx.0360	Zx.0360_P2_P2_P1.3.1.1	leaf	May262023	A09	12	
PN12_SID1066	Zea_mays	Zx.0520	Zx.0520_P4_P2_P1.2.1.1	leaf	May262023	A10	12	
PN12_SID1067	Zea_mays	Zv.0300	Zv.0300_P1_P2_P1.1.1.1	leaf	May262023	A11	12	
PN12_SID1068	Zea_mays	Zx.0570	Zx.0570_P2_P2_P3.4.1.1	leaf	May262023	A12	12	
PN12_SID1069	Zea_mays	Zl.0040	Zl.0040_P4_P1_P2.3.1.1	leaf	May262023	B01	12	
PN12_SID1070	Zea_mays	#N/A	#N/A	leaf	May262023	B02	12	
PN12_SID1071	Zea_mays	Zv.0040	Zv.0040_P3_P5_P1.2.1.1	leaf	May262023	B03	12	
PN12_SID1072	Zea_mays	Zv.0260	Zv.0260_P2_P3_P1.2.1.1	leaf	May262023	B04	12	
PN12_SID1073	Zea_mays	Zv.0290	Zv.0290_P2_P4_P1.2.1.1	leaf	May262023	B05	12	
PN12_SID1074	Zea_mays	Zd.0030	Zd.0030_P2_P5_P4.1.1.1	leaf	May262023	B06	12	
PN12_SID1075	Zea_mays	Zx.0220	Zx.0220_P2_P4_P1.1.1.1	leaf	May262023	B07	12	
PN12_SID1076	Zea_mays	B73	B73	leaf	May262023	B08	12	
PN12_SID1077	Zea_mays	Zd.0030	Zd.0030_P2_P2_P3.2.1.1	leaf	May262023	B09	12	
PN12_SID1078	Zea_mays	B73	B73	leaf	May262023	B10	12	
PN12_SID1079	Zea_mays	Zx.0570	Zx.0570_P2_P3_P2.3.1.1	leaf	May262023	B11	12	
PN12_SID1080	Zea_mays	Zd.0010	Zd.0010_P2_P5_P4.4.1.1	leaf	May262023	B12	12	
PN12_SID1081	Zea_mays	Zd.0040	Zd.0040_P1_P5_P2.2.1.1	leaf	May262023	C01	12	
PN12_SID1082	Zea_mays	Zv.0150	Zv.0150_P4_P4_P1.1.1.1	leaf	May262023	C02	12	
PN12_SID1083	Zea_mays	Zv.0480	Zv.0480_P2_P5_P1.1.1.1	leaf	May262023	C03	12	
PN12_SID1084	Zea_mays	Zv.0490	Zv.0490_P4_P3_P1.1.1.1	leaf	May262023	C04	12	
PN12_SID1085	Zea_mays	Zv.0140	Zv.0140_P3_P1_P2.1.1.1	leaf	May262023	C05	12	
PN12_SID1086	Zea_mays	Zv.0300	Zv.0300_P1_P1_P2.2.1.1	leaf	May262023	C06	12	
PN12_SID1087	Zea_mays	Zx.0470	Zx.0470_P2_P4_P2.2.1.1	leaf	May262023	C07	12	
PN12_SID1088	Zea_mays	Zv.0100	Zv.0100_P3_P1_P1.1.1.1	leaf	May262023	C08	12	
PN12_SID1089	Zea_mays	Zx.0340	Zx.0340_P2_P4_P2.2.1.1	leaf	May262023	C09	12	
PN12_SID1090	Zea_mays	Zx.0580	Zx.0580_P3_P5_P2.2.1.1	leaf	May262023	C10	12	
PN12_SID1091	Zea_mays	Zv.0010	Zv.0010_P3_P3_P1.2.1.1	leaf	May262023	C11	12	
PN12_SID1092	Zea_mays	Zx.0570	Zx.0570_P2_P2_P2.3.1.1	leaf	May262023	C12	12	
PN12_SID1093	Zea_mays	Zv.0390	Zv.0390_P2_P4_P1.1.1.1	leaf	May262023	D01	12	
PN12_SID1094	Zea_mays	Zd.0020	Zd.0020_P2_P2_P1.3.1.1	leaf	May262023	D02	12	
PN12_SID1095	Zea_mays	B73	B73	leaf	May262023	D03	12	
PN12_SID1096	Zea_mays	Zx.0570	Zx.0570_P2_P3_P1.2.1.1	leaf	May262023	D04	12	
PN12_SID1097	Zea_mays	Zx.0580	Zx.0580_P2_P4_P2.2.1.1	leaf	May262023	D05	12	
PN12_SID1098	Zea_mays	Zh.0030	Zh.0030_P4_P3_P3.1.1.1	leaf	May262023	D06	12	
PN12_SID1099	Zea_mays	Zx.0220	Zx.0220_P2_P1_P2.1.1.1	leaf	May262023	D07	12	
PN12_SID1100	Zea_mays	Zx.0520	Zx.0520_P4_P2_P1.1.1.1	leaf	May262023	D08	12	
PN12_SID1101	Zea_mays	Zl.0040	Zl.0040_P4_P4_P1.1.1.1	leaf	May262023	D09	12	
PN12_SID1102	Zea_mays	Zx.0560	Zx.0560_P2_P3_P2.4.1.1	leaf	May262023	D10	12	
PN12_SID1103	Zea_mays	Zv.0120	Zv.0120_P2_P3_P1.1.1.1	leaf	May262023	D11	12	
PN12_SID1104	Zea_mays	Zd.0040	Zd.0040_P1_P5_P3.4.1.1	leaf	May262023	D12	12	
PN12_SID1105	Zea_mays	Zd.0010	Zd.0010_P3_P3_P3.2.1.1	leaf	May262023	E01	12	
PN12_SID1106	Zea_mays	Zx.0150	Zx.0150_P2_P5_P1.2.1.1	leaf	May262023	E02	12	
PN12_SID1107	Zea_mays	Zv.0260	Zv.0260_P2_P3_P2.2.1.1	leaf	May262023	E03	12	
PN12_SID1108	Zea_mays	Zx.0030	Zx.0030_P2_P4_P2.2.1.1	leaf	May262023	E04	12	
PN12_SID1109	Zea_mays	Zv.0120	Zv.0120_P2_P5_P1.1.1.1	leaf	May262023	E05	12	
PN12_SID1110	Zea_mays	Zx.0580	Zx.0580_P2_P5_P2.3.1.1	leaf	May262023	E06	12	
PN12_SID1111	Zea_mays	Zd.0020	Zd.0020_P3_P2_P4.2.1.1	leaf	May262023	E07	12	
PN12_SID1112	Zea_mays	Zd.0010	Zd.0010_P2_P1_P1.3.1.1	leaf	May262023	E08	12	
PN12_SID1113	Zea_mays	Zx.0560	Zx.0560_P4_P1_P4.1.1.1	leaf	May262023	E09	12	
PN12_SID1114	Zea_mays	Zd.0040	Zd.0040_P1_P5_P1.3.1.1	leaf	May262023	E10	12	
PN12_SID1115	Zea_mays	Zv.0240	Zv.0240_P2_P2_P1.3.1.1	leaf	May262023	E11	12	
PN12_SID1116	Zea_mays	Zx.0480	Zx.0480_P1_P1_P2.2.1.1	leaf	May262023	E12	12	
PN12_SID1117	Zea_mays	Zv.0340	Zv.0340_P2_P3_P1.2.1.1	leaf	May262023	F01	12	
PN12_SID1118	Zea_mays	Zx.0470	Zx.0470_P2_P1_P1.1.1.1	leaf	May262023	F02	12	
PN12_SID1119	Zea_mays	Zx.0080	Zx.0080_P1_P2_P1.3.1.1	leaf	May262023	F03	12	
PN12_SID1120	Zea_mays	Zv.0220	Zv.0220_P3_P2_P2.1.1.1	leaf	May262023	F04	12	
PN12_SID1121	Zea_mays	Zv.0060	Zv.0060_P4_P3_P1.2.1.1	leaf	May262023	F05	12	
PN12_SID1122	Zea_mays	Zx.0220	Zx.0220_P2_P1_P1.2.1.1	leaf	May262023	F06	12	
PN12_SID1123	Zea_mays	Zd.0030	Zd.0030_P2_P5_P5.3.1.1	leaf	May262023	F07	12	
PN12_SID1124	Zea_mays	Zd.0010	Zd.0010_P3_P1_P1.3.1.1	leaf	May262023	F08	12	
PN12_SID1125	Zea_mays	B73	B73	leaf	May262023	F09	12	
PN12_SID1126	Zea_mays	Zd.0020	Zd.0020_P3_P5_P3.1.1.1	leaf	May262023	F10	12	
PN12_SID1127	Zea_mays	B73	B73	leaf	May262023	F11	12	
PN12_SID1128	Zea_mays	Zv.0150	Zv.0150_P4_P4_P1.2.1.1	leaf	May262023	F12	12	
PN12_SID1129	Zea_mays	Zx.0540	Zx.0540_P3_P3_P2.4.1.1	leaf	May262023	G01	12	
PN12_SID1130	Zea_mays	Zd.0010	Zd.0010_P3_P5_P1.3.1.1	leaf	May262023	G02	12	
PN12_SID1131	Zea_mays	Zl.0040	Zl.0040_P4_P3_P2.5.1.1	leaf	May262023	G03	12	
PN12_SID1132	Zea_mays	Zd.0010	Zd.0010_P3_P4_P1.1.1.1	leaf	May262023	G04	12	
PN12_SID1133	Zea_mays	Zx.0540	Zx.0540_P3_P4_P1.2.1.1	leaf	May262023	G05	12	
PN12_SID1134	Zea_mays	B73	B73	leaf	May262023	G06	12	
PN12_SID1135	Zea_mays	Zv.0280	Zv.0280_P1_P3_P1.1.1.1	leaf	May262023	G07	12	
PN12_SID1136	Zea_mays	Zv.0370	Zv.0370_P3_P3_P1.1.1.1	leaf	May262023	G08	12	
PN12_SID1137	Zea_mays	Zh.0030	Zh.0030_P4_P1_P1.2.1.1	leaf	May262023	G09	12	
PN12_SID1138	Zea_mays	Zv.0390	Zv.0390_P2_P3_P2.2.1.1	leaf	May262023	G10	12	
PN12_SID1139	Zea_mays	Zx.0370	Zx.0370_P2_P4_P1.3.1.1	leaf	May262023	G11	12	
PN12_SID1140	Zea_mays	Zv.0370	Zv.0370_P3_P4_P1.2.1.1	leaf	May262023	G12	12	
PN12_SID1141	Zea_mays	Zv.0480	Zv.0480_P3_P2_P1.1.1.1	leaf	May262023	H01	12	
PN12_SID1142	Zea_mays	Zv.0230	Zv.0230_P1_P5_P1.2.1.1	leaf	May262023	H02	12	
PN12_SID1143	Zea_mays	Zv.0420	Zv.0420_P3_P2_P2.2.1.1	leaf	May262023	H03	12	
PN12_SID1144	Zea_mays	Zv.0210	Zv.0210_P1_P5_P2.1.1.1	leaf	May262023	H04	12	
PN12_SID1145	Zea_mays	Zl.0010	Zl.0010_P1_P2_P1.1.1.1	leaf	May262023	H05	12	
PN12_SID1146	Zea_mays	Zx.0350	Zx.0350_P1_P2_P2.2.1.1	leaf	May262023	H06	12	
PN12_SID1147	Zea_mays	Zx.0370	Zx.0370_P2_P2_P1.1.1.1	leaf	May262023	H07	12	
PN12_SID1148	Zea_mays	Zx.0540	Zx.0540_P3_P4_P5.2.1.1	leaf	May262023	H08	12	
PN12_SID1149	Zea_mays	Zv.0140	Zv.0140_P3_P5_P1.1.1.1	leaf	May262023	H09	12	
PN12_SID1150	Zea_mays	Zx.0020	Zx.0020_P3_P5_P1.2.1.1	leaf	May262023	H10	12	
PN12_SID1151	Zea_mays	Zv.0420	Zv.0420_P3_P4_P1.2.1.1	leaf	May262023	H11	12	
PN12_SID1152	Zea_mays	Zl.0050	Zl.0050_P1_P1_P1.4.1.1	leaf	May262023	H12	12	
PN13_SID1153	Zea_mays	Zx.0580	Zx.0580_P2_P4_P1.4.1.1	leaf	May262023	A01	13	
PN13_SID1154	Zea_mays	Zd.0020	Zd.0020_P3_P4_P3.1.1.1	leaf	May262023	A02	13	
PN13_SID1155	Zea_mays	Zx.0580	Zx.0580_P2_P1_P1.2.1.1	leaf	May262023	A03	13	
PN13_SID1156	Zea_mays	B73	B73	leaf	May262023	A04	13	
PN13_SID1157	Zea_mays	Zv.0250	Zv.0250_P2_P5_P1.3.1.1	leaf	May262023	A05	13	
PN13_SID1158	Zea_mays	Zx.0570	Zx.0570_P2_P4_P1.4.1.1	leaf	May262023	A06	13	
PN13_SID1159	Zea_mays	Zv.0150	Zv.0150_P4_P1_P1.1.1.1	leaf	May262023	A07	13	
PN13_SID1160	Zea_mays	Zx.0480	Zx.0480_P1_P3_P2.1.1.1	leaf	May262023	A08	13	
PN13_SID1161	Zea_mays	Zd.0030	Zd.0030_P2_P5_P1.4.1.1	leaf	May262023	A09	13	
PN13_SID1162	Zea_mays	Zx.0100	Zx.0100_P4_P2_P1.1.1.1	leaf	May262023	A10	13	
PN13_SID1163	Zea_mays	Zl.0020	Zl.0020_P3_P1_P4.5.1.1	leaf	May262023	A11	13	
PN13_SID1164	Zea_mays	Zv.0080	Zv.0080_P2_P5_P1.2.1.1	leaf	May262023	A12	13	
PN13_SID1165	Zea_mays	Zd.0010	Zd.0010_P2_P5_P1.1.1.1	leaf	May262023	B01	13	
PN13_SID1166	Zea_mays	B73	B73	leaf	May262023	B02	13	
PN13_SID1167	Zea_mays	Zx.0160	Zx.0160_P2_P5_P1.2.1.1	leaf	May262023	B03	13	
PN13_SID1168	Zea_mays	Zx.0580	Zx.0580_P3_P3_P3.3.1.1	leaf	May262023	B04	13	
PN13_SID1169	Zea_mays	Zx.0560	Zx.0560_P2_P5_P4.4.1.1	leaf	May262023	B05	13	
PN13_SID1170	Zea_mays	Zx.0550	Zx.0550_P4_P3_P1.1.1.1	leaf	May262023	B06	13	
PN13_SID1171	Zea_mays	Zx.0500	Zx.0500_P2_P1_P2.3.1.1	leaf	May262023	B07	13	
PN13_SID1172	Zea_mays	Zx.0140	Zx.0140_P2_P1_P1.2.1.1	leaf	May262023	B08	13	
PN13_SID1173	Zea_mays	Zl.0040	Zl.0040_P4_P4_P2.2.1.1	leaf	May262023	B09	13	
PN13_SID1174	Zea_mays	Zd.0020	Zd.0020_P2_P1_P2.3.1.1	leaf	May262023	B10	13	
PN13_SID1175	Zea_mays	#N/A	#N/A	leaf	May262023	B11	13	
PN13_SID1176	Zea_mays	Zl.0020	Zl.0020_P3_P1_P2.1.1.1	leaf	May262023	B12	13	
PN13_SID1177	Zea_mays	Zd.0010	Zd.0010_P3_P2_P4.1.1.1	leaf	May262023	C01	13	
PN13_SID1178	Zea_mays	B73	B73	leaf	May262023	C02	13	
PN13_SID1179	Zea_mays	B73	B73	leaf	May262023	C03	13	
PN13_SID1180	Zea_mays	Zd.0020	Zd.0020_P2_P1_P1.4.1.1	leaf	May262023	C04	13	
PN13_SID1181	Zea_mays	Zv.0120	Zv.0120_P2_P3_P2.1.1.1	leaf	May262023	C05	13	
PN13_SID1182	Zea_mays	Zx.0350	Zx.0350_P1_P3_P1.2.1.1	leaf	May262023	C06	13	
PN13_SID1183	Zea_mays	Zd.0010	Zd.0010_P2_P2_P2.1.1.1	leaf	May262023	C07	13	
PN13_SID1184	Zea_mays	Zd.0040	Zd.0040_P1_P4_P5.1.1.1	leaf	May262023	C08	13	
PN13_SID1185	Zea_mays	Zv.0490	Zv.0490_P4_P5_P1.1.1.1	leaf	May262023	C09	13	
PN13_SID1186	Zea_mays	Zx.0580	Zx.0580_P2_P4_P2.1.1.1	leaf	May262023	C10	13	
PN13_SID1187	Zea_mays	Zx.0580	Zx.0580_P3_P2_P4.1.1.1	leaf	May262023	C11	13	
PN13_SID1188	Zea_mays	Zv.0490	Zv.0490_P4_P1_P1.1.1.1	leaf	May262023	C12	13	
PN13_SID1189	Zea_mays	Zl.0020	Zl.0020_P3_P3_P1.5.1.1	leaf	May262023	D01	13	
PN13_SID1190	Zea_mays	Zx.0550	Zx.0550_P4_P4_P5.2.1.1	leaf	May262023	D02	13	
PN13_SID1191	Zea_mays	Zd.0010	Zd.0010_P2_P4_P1.3.1.1	leaf	May262023	D03	13	
PN13_SID1192	Zea_mays	Zx.0190	Zx.0190_P2_P2_P1.2.1.1	leaf	May262023	D04	13	
