sample_id	species	accession	genotype	tissue	date	plate_pos	plate	batch
PN13_SID1193	Zea_mays	Zd.0040	Zd.0040_P1_P3_P2.1.1.1	leaf	May262023	D05	13	
PN13_SID1194	Zea_mays	Zd.0010	Zd.0010_P2_P3_P4.1.1.1	leaf	May262023	D06	13	
PN13_SID1195	Zea_mays	Zv.0260	Zv.0260_P2_P2_P1.1.1.1	leaf	May262023	D07	13	
PN13_SID1196	Zea_mays	Zx.0580	Zx.0580_P2_P1_P2.1.1.1	leaf	May262023	D08	13	
PN13_SID1197	Zea_mays	#N/A	#N/A	leaf	May262023	D09	13	
PN13_SID1198	Zea_mays	Zx.0360	Zx.0360_P2_P2_P1.2.1.1	leaf	May262023	D10	13	
PN13_SID1199	Zea_mays	Zx.0340	Zx.0340_P2_P4_P2.1.1.1	leaf	May262023	D11	13	
PN13_SID1200	Zea_mays	#N/A	#N/A	leaf	May262023	D12	13	
PN13_SID1201	Zea_mays	Zx.0580	Zx.0580_P3_P2_P2.3.1.1	leaf	May262023	E01	13	
PN13_SID1202	Zea_mays	B73	B73	leaf	May262023	E02	13	
PN13_SID1203	Zea_mays	Zv.0120	Zv.0120_P2_P2_P2.2.1.1	leaf	May262023	E03	13	
PN13_SID1204	Zea_mays	Zd.0010	Zd.0010_P3_P1_P2.1.1.1	leaf	May262023	E04	13	
PN13_SID1205	Zea_mays	Zv.0150	Zv.0150_P4_P4_P2.2.1.1	leaf	May262023	E05	13	
PN13_SID1206	Zea_mays	Zd.0040	Zd.0040_P1_P1_P1.3.1.1	leaf	May262023	E06	13	
PN13_SID1207	Zea_mays	Zh.0020	Zh.0020_P3_P2_P1.4.1.1	leaf	May262023	E07	13	
PN13_SID1208	Zea_mays	Zd.0010	Zd.0010_P3_P4_P1.2.1.1	leaf	May262023	E08	13	
PN13_SID1209	Zea_mays	Zx.0550	Zx.0550_P4_P5_P3.1.1.1	leaf	May262023	E09	13	
PN13_SID1210	Zea_mays	Zv.0480	Zv.0480_P3_P1_P1.1.1.1	leaf	May262023	E10	13	
PN13_SID1211	Zea_mays	B73	B73	leaf	May262023	E11	13	
PN13_SID1212	Zea_mays	Zd.0040	Zd.0040_P1_P4_P4.1.1.1	leaf	May262023	E12	13	
PN13_SID1213	Zea_mays	Zx.0340	Zx.0340_P2_P2_P1.2.1.1	leaf	May262023	F01	13	
PN13_SID1214	Zea_mays	B73	B73	leaf	May262023	F02	13	
PN13_SID1215	Zea_mays	Zx.0580	Zx.0580_P2_P5_P1.4.1.1	leaf	May262023	F03	13	
PN13_SID1216	Zea_mays	Zx.0550	Zx.0550_P1_P1_P2.1.1.1	leaf	May262023	F04	13	
PN13_SID1217	Zea_mays	Zv.0300	Zv.0300_P1_P5_P1.2.1.1	leaf	May262023	F05	13	
PN13_SID1218	Zea_mays	Zx.0140	Zx.0140_P2_P2_P1.1.1.1	leaf	May262023	F06	13	
PN13_SID1219	Zea_mays	Zx.0410	Zx.0410_P2_P1_P2.4.1.1	leaf	May262023	F07	13	
PN13_SID1220	Zea_mays	Zx.0580	Zx.0580_P3_P1_P2.3.1.1	leaf	May262023	F08	13	
PN13_SID1221	Zea_mays	B73	B73	leaf	May262023	F09	13	
PN13_SID1222	Zea_mays	Zx.0010	Zx.0010_P4_P4_P2.4.1.1	leaf	May262023	F10	13	
PN13_SID1223	Zea_mays	Zd.0010	Zd.0010_P2_P4_P1.4.1.1	leaf	May262023	F11	13	
PN13_SID1224	Zea_mays	Purple 	Purple Check	leaf	May262023	F12	13	
PN13_SID1225	Zea_mays	B73	B73	leaf	May262023	G01	13	
PN13_SID1226	Zea_mays	Zx.0500	Zx.0500_P2_P5_P1.2.1.1	leaf	May262023	G02	13	
PN13_SID1227	Zea_mays	Zl.0010	Zl.0010_P1_P2_P1.4.1.1	leaf	May262023	G03	13	
PN13_SID1228	Zea_mays	Zv.0200	Zv.0200_P3_P4_P1.2.1.1	leaf	May262023	G04	13	
PN13_SID1229	Zea_mays	Zx.0080	Zx.0080_P1_P2_P1.4.1.1	leaf	May262023	G05	13	
PN13_SID1230	Zea_mays	Zx.0580	Zx.0580_P3_P1_P2.4.1.1	leaf	May262023	G06	13	
PN13_SID1231	Zea_mays	Zv.0070	Zv.0070_P4_P2_P1.2.1.1	leaf	May262023	G07	13	
PN13_SID1232	Zea_mays	Zv.0240	Zv.0240_P2_P2_P2.1.1.1	leaf	May262023	G08	13	
PN13_SID1233	Zea_mays	Zv.0200	Zv.0200_P3_P2_P1.1.1.1	leaf	May262023	G09	13	
PN13_SID1234	Zea_mays	Zv.0480	Zv.0480_P3_P4_P1.1.1.1	leaf	May262023	G10	13	
PN13_SID1235	Zea_mays	Zl.0050	Zl.0050_P1_P1_P3.1.1.1	leaf	May262023	G11	13	
PN13_SID1236	Zea_mays	Zd.0020	Zd.0020_P2_P4_P2.4.1.1	leaf	May262023	G12	13	
PN13_SID1237	Zea_mays	Zx.0350	Zx.0350_P1_P2_P2.2.1.1	leaf	May262023	H01	13	
PN13_SID1238	Zea_mays	Zd.0020	Zd.0020_P3_P3_P3.3.1.1	leaf	May262023	H02	13	
PN13_SID1239	Zea_mays	Zx.0550	Zx.0550_P4_P4_P1.2.1.1	leaf	May262023	H03	13	
PN13_SID1240	Zea_mays	Zd.0020	Zd.0020_P3_P4_P2.2.1.1	leaf	May262023	H04	13	
PN13_SID1241	Zea_mays	Zx.0570	Zx.0570_P2_P4_P2.3.1.1	leaf	May262023	H05	13	
PN13_SID1242	Zea_mays	Zx.0450	Zx.0450_P1_P4_P1.2.1.1	leaf	May262023	H06	13	
PN13_SID1243	Zea_mays	Zx.0010	Zx.0010_P4_P3_P1.3.1.1	leaf	May262023	H07	13	
PN13_SID1244	Zea_mays	B73	B73	leaf	May262023	H08	13	
PN13_SID1245	Zea_mays	Zh.0020	Zh.0020_P3_P5_P1.1.1.1	leaf	May262023	H09	13	
PN13_SID1246	Zea_mays	Zx.0390	Zx.0390_P2_P4_P1.1.1.1	leaf	May262023	H10	13	
PN13_SID1247	Zea_mays	Zv.0470	Zv.0470_P2_P2_P1.1.1.1	leaf	May262023	H11	13	
PN13_SID1248	Zea_mays	Zv.0230	Zv.0230_P1_P4_P1.2.1.1	leaf	May262023	H12	13	
PN14_SID1249	Zea_mays	Zv.0290	Zv.0290_P2_P1_P1.1.1.1	leaf	May262023	A01	14	
PN14_SID1250	Zea_mays	Zd.0010	Zd.0010_P2_P5_P1.2.1.1	leaf	May262023	A02	14	
PN14_SID1251	Zea_mays	Zv.0220	Zv.0220_P3_P5_P2.1.1.1	leaf	May262023	A03	14	
PN14_SID1252	Zea_mays	Zx.0550	Zx.0550_P1_P4_P2.2.1.1	leaf	May262023	A04	14	
PN14_SID1253	Zea_mays	B73	B73	leaf	May262023	A05	14	
PN14_SID1254	Zea_mays	Zl.0040	Zl.0040_P4_P3_P4.1.1.1	leaf	May262023	A06	14	
PN14_SID1255	Zea_mays	Zd.0040	Zd.0040_P1_P4_P6.3.1.1	leaf	May262023	A07	14	
PN14_SID1256	Zea_mays	Zl.0040	Zl.0040_P4_P3_P4.2.1.1	leaf	May262023	A08	14	
PN14_SID1257	Zea_mays	Zv.0490	Zv.0490_P4_P2_P1.2.1.1	leaf	May262023	A09	14	
PN14_SID1258	Zea_mays	Zl.0030	Zl.0030_P2_P2_P1.3.1.1	leaf	May262023	A10	14	
PN14_SID1259	Zea_mays	Zl.0030	Zl.0030_P2_P1_P1.1.1.1	leaf	May262023	A11	14	
PN14_SID1260	Zea_mays	Zd.0040	Zd.0040_P1_P1_P1.4.1.1	leaf	May262023	A12	14	
PN14_SID1261	Zea_mays	Zx.0500	Zx.0500_P2_P3_P2.3.1.1	leaf	May262023	B01	14	
PN14_SID1262	Zea_mays	Zd.0040	Zd.0040_P1_P4_P3.3.1.1	leaf	May262023	B02	14	
PN14_SID1263	Zea_mays	Zv.0210	Zv.0210_P1_P4_P2.2.1.1	leaf	May262023	B03	14	
PN14_SID1264	Zea_mays	Zx.0570	Zx.0570_P2_P1_P1.1.1.1	leaf	May262023	B04	14	
PN14_SID1265	Zea_mays	Zx.0470	Zx.0470_P2_P3_P1.2.1.1	leaf	May262023	B05	14	
PN14_SID1266	Zea_mays	Zx.0580	Zx.0580_P2_P3_P2.4.1.1	leaf	May262023	B06	14	
PN14_SID1267	Zea_mays	Zh.0030	Zh.0030_P4_P5_P2.3.1.1	leaf	May262023	B07	14	
PN14_SID1268	Zea_mays	Zv.0250	Zv.0250_P2_P5_P1.2.1.1	leaf	May262023	B08	14	
PN14_SID1269	Zea_mays	Zv.0070	Zv.0070_P4_P5_P1.1.1.1	leaf	May262023	B09	14	
PN14_SID1270	Zea_mays	Zv.0270	Zv.0270_P2_P5_P2.3.1.1	leaf	May262023	B10	14	
PN14_SID1271	Zea_mays	Zx.0390	Zx.0390_P2_P1_P1.1.1.1	leaf	May262023	B11	14	
PN14_SID1272	Zea_mays	Zx.0030	Zx.0030_P2_P1_P2.2.1.1	leaf	May262023	B12	14	
PN14_SID1273	Zea_mays	Zx.0550	Zx.0550_P4_P2_P4.2.1.1	leaf	May262023	C01	14	
PN14_SID1274	Zea_mays	Zx.0560	Zx.0560_P4_P4_P1.5.1.1	leaf	May262023	C02	14	
PN14_SID1275	Zea_mays	Zv.0490	Zv.0490_P4_P1_P2.1.1.1	leaf	May262023	C03	14	
PN14_SID1276	Zea_mays	Zd.0030	Zd.0030_P2_P4_P4.2.1.1	leaf	May262023	C04	14	
PN14_SID1277	Zea_mays	Zd.0030	Zd.0030_P2_P4_P1.2.1.1	leaf	May262023	C05	14	
PN14_SID1278	Zea_mays	Zx.0350	Zx.0350_P1_P1_P1.2.1.1	leaf	May262023	C06	14	
PN14_SID1279	Zea_mays	B73	B73	leaf	May262023	C07	14	
PN14_SID1280	Zea_mays	Zx.0340	Zx.0340_P2_P1_P1.3.1.1	leaf	May262023	C08	14	
PN14_SID1281	Zea_mays	Zv.0120	Zv.0120_P2_P5_P1.2.1.1	leaf	May262023	C09	14	
PN14_SID1282	Zea_mays	Zx.0470	Zx.0470_P2_P2_P1.1.1.1	leaf	May262023	C10	14	
PN14_SID1283	Zea_mays	Zx.0560	Zx.0560_P4_P3_P1.1.1.1	leaf	May262023	C11	14	
PN14_SID1284	Zea_mays	Zx.0430	Zx.0430_P3_P3_P1.1.1.1	leaf	May262023	C12	14	
PN14_SID1285	Zea_mays	Zh.0020	Zh.0020_P3_P5_P1.3.1.1	leaf	May262023	D01	14	
PN14_SID1286	Zea_mays	Zx.0440	Zx.0440_P1_P1_P1.1.1.1	leaf	May262023	D02	14	
PN14_SID1287	Zea_mays	Zv.0260	Zv.0260_P2_P3_P2.1.1.1	leaf	May262023	D03	14	
PN14_SID1288	Zea_mays	Zv.0220	Zv.0220_P3_P4_P1.2.1.1	leaf	May262023	D04	14	
PN14_SID1289	Zea_mays	Zx.0540	Zx.0540_P3_P5_P4.2.1.1	leaf	May262023	D05	14	
PN14_SID1290	Zea_mays	B73	B73	leaf	May262023	D06	14	
PN14_SID1291	Zea_mays	Zx.0220	Zx.0220_P2_P5_P1.4.1.1	leaf	May262023	D07	14	
PN14_SID1292	Zea_mays	Zx.0490	Zx.0490_P4_P4_P1.2.1.1	leaf	May262023	D08	14	
PN14_SID1293	Zea_mays	Zd.0030	Zd.0030_P2_P1_P1.1.1.1	leaf	May262023	D09	14	
PN14_SID1294	Zea_mays	Zx.0550	Zx.0550_P4_P4_P6.2.1.1	leaf	May262023	D10	14	
PN14_SID1295	Zea_mays	Zv.0050	Zv.0050_P1_P2_P1.2.1.1	leaf	May262023	D11	14	
PN14_SID1296	Zea_mays	Zv.0260	Zv.0260_P2_P4_P1.2.1.1	leaf	May262023	D12	14	
PN14_SID1297	Zea_mays	Zx.0570	Zx.0570_P2_P2_P2.1.1.1	leaf	May262023	E01	14	
PN14_SID1298	Zea_mays	Zx.0550	Zx.0550_P1_P4_P2.1.1.1	leaf	May262023	E02	14	
PN14_SID1299	Zea_mays	Zx.0430	Zx.0430_P1_P5_P1.1.1.1	leaf	May262023	E03	14	
PN14_SID1300	Zea_mays	Zv.0340	Zv.0340_P1_P2_P1.2.1.1	leaf	May262023	E04	14	
PN14_SID1301	Zea_mays	#N/A	#N/A	leaf	May262023	E05	14	
PN14_SID1302	Zea_mays	Zv.0200	Zv.0200_P3_P2_P2.2.1.1	leaf	May262023	E06	14	
PN14_SID1303	Zea_mays	Zv.0030	Zv.0030_P1_P2_P1.1.1.1	leaf	May262023	E07	14	
PN14_SID1304	Zea_mays	Zv.0210	Zv.0210_P1_P5_P1.1.1.1	leaf	May262023	E08	14	
PN14_SID1305	Zea_mays	Zv.0280	Zv.0280_P3_P4_P1.1.1.1	leaf	May262023	E09	14	
PN14_SID1306	Zea_mays	Zv.0370	Zv.0370_P3_P4_P1.1.1.1	leaf	May262023	E10	14	
PN14_SID1307	Zea_mays	Zd.0020	Zd.0020_P2_P1_P2.1.1.1	leaf	May262023	E11	14	
PN14_SID1308	Zea_mays	Zx.0220	Zx.0220_P2_P2_P1.2.1.1	leaf	May262023	E12	14	
PN14_SID1309	Zea_mays	Purple 	Purple Check	leaf	May262023	F01	14	
PN14_SID1310	Zea_mays	Zx.0560	Zx.0560_P4_P1_P3.2.1.1	leaf	May262023	F02	14	
PN14_SID1311	Zea_mays	Zd.0010	Zd.0010_P2_P5_P4.2.1.1	leaf	May262023	F03	14	
PN14_SID1312	Zea_mays	Zd.0010	Zd.0010_P3_P2_P3.2.1.1	leaf	May262023	F04	14	
PN14_SID1313	Zea_mays	Zx.0220	Zx.0220_P2_P3_P1.1.1.1	leaf	May262023	F05	14	
PN14_SID1314	Zea_mays	Zd.0010	Zd.0010_P2_P2_P1.5.1.1	leaf	May262023	F06	14	
PN14_SID1315	Zea_mays	Zv.0010	Zv.0010_P3_P3_P1.1.1.1	leaf	May262023	F07	14	
PN14_SID1316	Zea_mays	Zx.0380	Zx.0380_P2_P4_P2.1.1.1	leaf	May262023	F08	14	
PN14_SID1317	Zea_mays	Zv.0050	Zv.0050_P1_P5_P1.1.1.1	leaf	May262023	F09	14	
PN14_SID1318	Zea_mays	Zv.0300	Zv.0300_P1_P2_P2.2.1.1	leaf	May262023	F10	14	
PN14_SID1319	Zea_mays	Zx.0480	Zx.0480_P2_P5_P1.2.1.1	leaf	May262023	F11	14	
PN14_SID1320	Zea_mays	Zv.0340	Zv.0340_P1_P2_P1.1.1.1	leaf	May262023	F12	14	
PN14_SID1321	Zea_mays	Zx.0580	Zx.0580_P3_P4_P1.1.1.1	leaf	May262023	G01	14	
PN14_SID1322	Zea_mays	Zx.0080	Zx.0080_P1_P3_P1.1.1.1	leaf	May262023	G02	14	
PN14_SID1323	Zea_mays	Zl.0020	Zl.0020_P3_P2_P1.1.1.1	leaf	May262023	G03	14	
PN14_SID1324	Zea_mays	Zv.0110	Zv.0110_P1_P2_P1.2.1.1	leaf	May262023	G04	14	
PN14_SID1325	Zea_mays	Zd.0010	Zd.0010_P3_P5_P1.4.1.1	leaf	May262023	G05	14	
PN14_SID1326	Zea_mays	Zx.0570	Zx.0570_P2_P3_P1.1.1.1	leaf	May262023	G06	14	
PN14_SID1327	Zea_mays	Zx.0140	Zx.0140_P2_P1_P1.1.1.1	leaf	May262023	G07	14	
PN14_SID1328	Zea_mays	Zl.0020	Zl.0020_P3_P2_P1.3.1.1	leaf	May262023	G08	14	
PN14_SID1329	Zea_mays	Zv.0150	Zv.0150_P4_P1_P1.2.1.1	leaf	May262023	G09	14	
PN14_SID1330	Zea_mays	Zv.0260	Zv.0260_P2_P1_P2.1.1.1	leaf	May262023	G10	14	
PN14_SID1331	Zea_mays	Zx.0410	Zx.0410_P2_P3_P1.1.1.1	leaf	May262023	G11	14	
PN14_SID1332	Zea_mays	B73	B73	leaf	May262023	G12	14	
PN14_SID1333	Zea_mays	Zx.0160	Zx.0160_P2_P4_P1.1.1.1	leaf	May262023	H01	14	
PN14_SID1334	Zea_mays	Zx.0580	Zx.0580_P2_P5_P3.4.1.1	leaf	May262023	H02	14	
PN14_SID1335	Zea_mays	Zx.0540	Zx.0540_P3_P4_P1.1.1.1	leaf	May262023	H03	14	
PN14_SID1336	Zea_mays	Zx.0550	Zx.0550_P1_P2_P4.1.1.1	leaf	May262023	H04	14	
PN14_SID1337	Zea_mays	B73	B73	leaf	May262023	H05	14	
PN14_SID1338	Zea_mays	Zx.0160	Zx.0160_P2_P1_P2.1.1.1	leaf	May262023	H06	14	
PN14_SID1339	Zea_mays	Zx.0580	Zx.0580_P3_P3_P2.2.1.1	leaf	May262023	H07	14	
PN14_SID1340	Zea_mays	Zd.0010	Zd.0010_P3_P4_P4.3.1.1	leaf	May262023	H08	14	
PN14_SID1341	Zea_mays	Zx.0360	Zx.0360_P2_P5_P1.2.1.1	leaf	May262023	H09	14	
PN14_SID1342	Zea_mays	Zd.0030	Zd.0030_P2_P5_P1.2.1.1	leaf	May262023	H10	14	
PN14_SID1343	Zea_mays	Zd.0030	Zd.0030_P2_P4_P5.4.1.1	leaf	May262023	H11	14	
PN14_SID1344	Zea_mays	Purple 	Purple Check	leaf	May262023	H12	14	
PN15_SID1345	Zea_mays	Zx.0470	Zx.0470_P2_P1_P1.2.1.1	leaf	May262023	A01	15	
PN15_SID1346	Zea_mays	Zv.0150	Zv.0150_P4_P5_P2.2.1.1	leaf	May262023	A02	15	
PN15_SID1347	Zea_mays	Zd.0030	Zd.0030_P2_P3_P1.3.1.1	leaf	May262023	A03	15	
PN15_SID1348	Zea_mays	Zx.0160	Zx.0160_P2_P1_P2.2.1.1	leaf	May262023	A04	15	
PN15_SID1349	Zea_mays	Zx.0550	Zx.0550_P1_P5_P2.2.1.1	leaf	May262023	A05	15	
PN15_SID1350	Zea_mays	Zd.0020	Zd.0020_P2_P4_P3.4.1.1	leaf	May262023	A06	15	
PN15_SID1351	Zea_mays	Zx.0580	Zx.0580_P2_P1_P1.1.1.1	leaf	May262023	A07	15	
PN15_SID1352	Zea_mays	Zv.0480	Zv.0480_P3_P3_P1.2.1.1	leaf	May262023	A08	15	
PN15_SID1353	Zea_mays	Zx.0550	Zx.0550_P4_P3_P2.3.1.1	leaf	May262023	A09	15	
PN15_SID1354	Zea_mays	Zl.0050	Zl.0050_P1_P1_P4.2.1.1	leaf	May262023	A10	15	
PN15_SID1355	Zea_mays	Zx.0580	Zx.0580_P2_P2_P1.3.1.1	leaf	May262023	A11	15	
PN15_SID1356	Zea_mays	Zx.0580	Zx.0580_P3_P3_P2.4.1.1	leaf	May262023	A12	15	
PN15_SID1357	Zea_mays	Zx.0450	Zx.0450_P1_P2_P2.1.1.1	leaf	May262023	B01	15	
PN15_SID1358	Zea_mays	Zd.0020	Zd.0020_P3_P3_P3.1.1.1	leaf	May262023	B02	15	
PN15_SID1359	Zea_mays	Zx.0580	Zx.0580_P2_P5_P6.1.1.1	leaf	May262023	B03	15	
PN15_SID1360	Zea_mays	Zl.0040	Zl.0040_P4_P5_P1.5.1.1	leaf	May262023	B04	15	
PN15_SID1361	Zea_mays	Zv.0430	Zv.0430_P3_P3_P1.2.1.1	leaf	May262023	B05	15	
PN15_SID1362	Zea_mays	B73	B73	leaf	May262023	B06	15	
PN15_SID1363	Zea_mays	Zx.0520	Zx.0520_P4_P1_P1.1.1.1	leaf	May262023	B07	15	
PN15_SID1364	Zea_mays	Zx.0440	Zx.0440_P1_P3_P1.3.1.1	leaf	May262023	B08	15	
PN15_SID1365	Zea_mays	Zl.0040	Zl.0040_P4_P4_P2.4.1.1	leaf	May262023	B09	15	
PN15_SID1366	Zea_mays	Zv.0230	Zv.0230_P1_P5_P2.1.1.1	leaf	May262023	B10	15	
PN15_SID1367	Zea_mays	Zv.0280	Zv.0280_P3_P2_P1.1.1.1	leaf	May262023	B11	15	
PN15_SID1368	Zea_mays	Zx.0570	Zx.0570_P2_P1_P4.2.1.1	leaf	May262023	B12	15	
PN15_SID1369	Zea_mays	B73	B73	leaf	May262023	C01	15	
PN15_SID1370	Zea_mays	Zl.0040	Zl.0040_P4_P4_P1.4.1.1	leaf	May262023	C02	15	
PN15_SID1371	Zea_mays	B73	B73	leaf	May262023	C03	15	
PN15_SID1372	Zea_mays	Zv.0370	Zv.0370_P3_P2_P1.2.1.1	leaf	May262023	C04	15	
PN15_SID1373	Zea_mays	Zd.0010	Zd.0010_P2_P1_P2.4.1.1	leaf	May262023	C05	15	
PN15_SID1374	Zea_mays	Zv.0490	Zv.0490_P4_P3_P2.2.1.1	leaf	May262023	C06	15	
PN15_SID1375	Zea_mays	Zx.0540	Zx.0540_P3_P4_P4.4.1.1	leaf	May262023	C07	15	
PN15_SID1376	Zea_mays	B73	B73	leaf	May262023	C08	15	
PN15_SID1377	Zea_mays	Zd.0020	Zd.0020_P2_P1_P3.1.1.1	leaf	May262023	C09	15	
PN15_SID1378	Zea_mays	Zx.0560	Zx.0560_P4_P4_P4.1.1.1	leaf	May262023	C10	15	
PN15_SID1379	Zea_mays	Zx.0430	Zx.0430_P1_P2_P1.1.1.1	leaf	May262023	C11	15	
PN15_SID1380	Zea_mays	Zd.0040	Zd.0040_P1_P5_P2.1.1.1	leaf	May262023	C12	15	
PN15_SID1381	Zea_mays	Zx.0010	Zx.0010_P4_P2_P1.3.1.1	leaf	May262023	D01	15	
PN15_SID1382	Zea_mays	B73	B73	leaf	May262023	D02	15	
