Plot,Rep,Genotype,accession,species,species_mex,origin,notes1,notes2,DTS_corr,DTA_corr,GDDTS_corr,GDDTA_corr,PH_corr,EH_corr,EN_corr,NBR_corr,SPAD_corr,LAE_corr,StPi_corr,StPu_corr,Predicted_N_corr,inv4m_introgression
128,1,Zl.0040_P4_P1_P2.1.1.1,Zl.0040,Zlux,Zlux,PV23-1453,,,77.68598188,77.9850004,872.636,877.217,218.252,69.548,3.005,NA,12.842,5.954877002,-0.000106237,-0.000298165,,no
129,1,Zv.0430_P3_P2_P1.2.1.1,Zv.0430,Bals,Bals,PV23-1348,,,74.02938678,73.17488503,813.073,799.763,203.27,80.717,3.02,NA,63.435,5.945300632,-0.000152061,0.003910423,,no
130,1,Zv.0210_P1_P2_P1.2.1.1,Zv.0210,Bals,Bals,PV23-1752,,,77.10204297,76.4535941,863.97,854.302,207.226,95.572,2.978,NA,8.161,4.936962793,-0.000197885,-5.06E-05,,no
131,1,Zx.0580_P3_P2_P1.5.1.1,Zx.0580,Nobo,Mex,PV23-1086,,,74.83140181,75.24886215,828.775,835.952,227.158,100.086,2.971,NA,41.029,4.929743391,-0.000243709,0.004491617,,no
132,1,Zx.0450_P1_P5_P2.2.1.1,Zx.0450,Mesa,Mex,PV23-2411,,,74.58656675,73.75871825,825.526,812.926,179.932,69.1,1.94,NA,31.957,4.923552826,-0.000289533,0.000259073,,no
133,1,B73,B73,B73,B73,B73-PV24,,,74.52726051,73.77655647,823.756,813.072,210.262,77.208,1.939,NA,45.166,5.922251721,-0.000344862,0.000246198,,no
134,1,Zx.0580_P2_P5_P4.4.1.1,Zx.0580,Nobo,Mex,PV23-1055,,,74.783521,74.2714383,827.164,819.213,205.688,77.223,2.969,NA,11.71,5.928578774,-0.000304397,0.004466344,,no
135,1,Zx.0470_P2_P2_P1.1.1.1,Zx.0470,Mesa,Mex,PV23-2350,,,74.05706132,72.47794471,813.578,789.62,186.985,72.768,1.974,NA,43.518,4.935953339,-0.000263932,-9.06E-05,,no
136,1,Zx.0580_P3_P2_P3.4.1.1,Zx.0580,Nobo,Mex,PV23-1095,,,76.97678596,76.19662999,860.146,848.854,213.257,95.993,2.015,NA,12.674,4.944462822,-0.000223467,0.003852942,,no
137,1,Zx.0570_P2_P2_P1.3.1.1,Zx.0570,Nobo,Mex,PV23-1157,,,73.61421957,73.99953507,807.013,815.297,183.444,80.91,1.999,NA,50.967,4.954224461,-0.000183002,-0.00037541,,no
138,1,Zd.0040_P1_P1_P2.2.1.1,Zd.0040,Zdip,Zdip,PV23-944,,,74.70884851,75.43642622,823.758,836.436,192.61,93.089,2.055,NA,14.126,4.964918504,-0.000142537,0.003767223,,no
139,1,Zd.0010_P3_P4_P2.3.1.1,Zd.0010,Zdip,Zdip,PV23-2055,,,77.76605174,78.42508308,872.422,882.464,177.381,65.369,2.071,NA,21.112,4.97615914,-0.000102072,0.004069801,,no
140,1,Zd.0010_P2_P5_P2.2.1.1,Zd.0010,Zdip,Zdip,PV23-1990,,,74.0599156,72.75813349,813.567,793.93,201.626,84.045,2.099,NA,43.915,4.988613971,-6.16E-05,4.00E-03,,no
141,1,Zx.0220_P2_P5_P1.4.1.1,Zx.0220,Chal,Mex,PV23-2499,,,78.0373588,76.0280593,877.128,845.89,167.97,57.889,1.146,NA,14.968,5.001473102,-2.11E-05,3.90E-03,,no
142,1,Zv.0210_P1_P5_P1.1.1.1,Zv.0210,Bals,Bals,PV23-1764,,,74.98099605,74.29712692,829.959,819.919,199.505,77.113,2.16,NA,18.871,4.014967566,1.93E-05,-5.26E-03,,no
143,1,Zv.0340_P2_P3_P1.2.1.1,Zv.0340,Bals,Bals,PV23-1554,,,70.99739895,70.31099208,766.65,754.158,225.917,114.808,2.188,NA,43.543,5.028777016,5.98E-05,-5.25E-03,,no
144,1,Zv.0470_P2_P2_P2.1.1.1,Zv.0470,Bals,Bals,PV23-2246,,,68.80538413,69.529658,732.004,742.924,216.482,77.952,3.198,NA,71.011,6.042399937,0.000100254,-0.001375755,,no
145,1,Zv.0420_P3_P1_P2.2.1.1,Zv.0420,Bals,Bals,PV23-1628,,,74.45936579,73.35092724,823.158,806.428,201.7,72.265,3.145,NA,46.918,4.05633878,0.001676249,-0.001728713,,no
146,1,Zd.0020_P3_P2_P4.1.1.1,Zd.0020,Zdip,Zdip,PV23-1891,,,73.68639429,74.14276018,811.364,816.421,209.114,77.107,2.136,NA,17.97,6.042484843,0.001641143,-0.005573472,,no
147,1,Zx.0550_P1_P2_P4.1.1.1,Zx.0550,Dura,Mex,PV23-652,,,73.70934582,73.14159277,812.908,803.087,228.668,109.398,2.109,NA,32.912,5.028443689,0.001606037,-0.005553896,,no
148,1,Zd.0010_P3_P2_P5.2.1.1,Zd.0010,Zdip,Zdip,PV23-2029,,,75.80841294,76.88715404,844.77,859.605,200.083,88.163,2.096,NA,22.917,6.0147169,0.001570931,0.003632935,,no
149,1,B73,B73,B73,B73,B73-PV24,,,72.87396708,72.63261938,796.416,793.314,204.669,82.306,2.05,NA,39.668,5.001625786,0.001535825,0.003765548,,no
150,1,Zx.0350_P1_P2_P2.1.1.1,Zx.0350,Mesa,Mex,PV23-2370,,,73.61946547,73.31416809,808.339,803.911,200.331,72.608,2.024,NA,44.166,5.988940847,0.001500718,0.003858192,,no
151,1,B73,B73,B73,B73,B73-PV24,,,73.59515839,73.3381562,807.659,803.212,187.448,85.294,2.009,NA,43.483,4.977474021,0.001465612,0.003580436,,no
152,1,Zv.0410_P2_P1_P1.2.1.1,Zv.0410,Bals,Bals,PV23-1647,,yellow lesions,75.52501407,74.91110275,840.484,832.336,220.163,99.066,2.954,NA,46.431,4.966560529,0.001430506,-0.000538531,,no
153,1,Zv.0010_P3_P1_P1.2.1.1,Zv.0010,Bals,Bals,PV23-1562,,,75.90219774,75.11420989,845.042,833.267,194.857,85.088,1.972,NA,33.453,4.95658964,0.0013954,0.003712165,,no
154,1,Zx.0580_P3_P5_P4.1.1.1,Zx.0580,Nobo,Mex,PV23-1135,,pale green,73.98640299,73.39645946,814.236,805.9,191.476,80.807,2.932,NA,11.62,4.947884533,0.001360294,-0.000211115,,no
155,1,Zd.0010_P2_P3_P1.3.1.1,Zd.0010,Zdip,Zdip,PV23-1951,,,72.70599897,73.18535647,795.413,803.052,150.089,65.222,2.927,NA,49.842,4.940330824,0.001325187,0.004363618,,no
156,1,Zx.0410_P2_P3_P1.1.1.1,Zx.0410,Mesa,Mex,PV23-357,,,72.43356878,72.68183496,791.741,796.693,219.593,92.191,2.899,NA,48.135,4.933843302,0.001290081,0.000158617,,no
157,1,Zv.0050_P1_P4_P1.2.1.1,Zv.0050,Bals,Bals,PV23-1526,,,74.00225819,73.14463438,816.506,804.201,217.787,91.678,2.913,NA,42.637,4.923712399,0.000477012,3.57E-05,,no
158,1,Zx.0540_P3_P5_P6.2.1.1,Zx.0540,Dura,Mex,PV23-825,,,70.29231797,70.65806983,754.983,761.515,198.225,91.713,2.94,NA,41.202,4.930388251,0.000506759,0.004224187,,no
159,1,Zx.0580_P2_P3_P2.4.1.1,Zx.0580,Nobo,Mex,PV23-1020,,,74.58180374,73.8748948,823.27,813.847,195.575,89.315,1.943,NA,43.043,5.938148966,0.000536507,-0.000369511,,no
160,1,Purple check,Purple,Check,Check,Purple check,,,69.4970377,68.59300053,740.478,727.69,204.961,65.627,NA,NA,NA,NA,0.000566254,0.003532434,,no
161,1,Zx.0350_P1_P2_P2.2.1.1,Zx.0350,Mesa,Mex,PV23-2371,,,69.11056271,69.3857433,735.779,741.729,208.318,73.638,2.963,NA,51.01,4.95728556,0.000596001,-0.000741462,,no
162,1,Zh.0030_P4_P2_P1.3.1.1,Zh.0030,Hueh,Hueh,PV23-1286,,,76.16435585,76.80579323,849.4,859.888,217.694,86.891,3.017,NA,39.551,4.968446361,0.000625748,0.003353069,,no
163,1,Zd.0010_P2_P2_P2.2.1.1,Zd.0010,Zdip,Zdip,PV23-1947,,,75.16576612,73.77271902,832.723,811.602,177.701,62.218,2.03,NA,49.927,3.980167239,0.000655496,0.003605273,,no
164,1,B73,B73,B73,B73,B73-PV24,,,73.39053504,73.08014125,804.242,800.772,214.183,92.923,2.056,NA,40.524,5.993110146,0.000685243,0.003485722,,no
165,1,B73,B73,B73,B73,B73-PV24,,,73.28982588,72.32249595,804.561,788.61,203.755,78.789,1.101,NA,27.368,6.006461106,0.00071499,0.003325077,,no
166,1,Zv.0030_P1_P5_P1.2.1.1,Zv.0030,Bals,Bals,PV23-1331,afflicted,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000744738,-0.005890084,,no
167,1,Zx.0570_P2_P1_P2.2.1.1,Zx.0570,Nobo,Mex,PV23-1146,NG,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000774485,-0.005937651,,no
168,1,Zl.0040_P4_P3_P3.2.1.1,Zl.0040,Zlux,Zlux,PV23-1472,afflicted,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000804232,-0.002120414,,no
169,1,Zl.0020_P3_P4_P2.2.1.1,Zl.0020,Zlux,Zlux,PV23-1433,afflicted,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001565366,-0.002547794,,no
170,1,B73,B73,B73,B73,B73-PV24,,,75.24206797,75.69369391,834.769,840.094,203.576,86.994,3.106,NA,19.285,5.041396468,0.001540978,-0.006340318,,no
171,1,Zx.0450_P1_P2_P1.2.1.1,Zx.0450,Mesa,Mex,PV23-2396,,,72.32515538,72.7070317,789.898,795.45,196.708,67.231,2.08,NA,33.26,5.026805217,0.00151659,-0.006266413,,no
172,1,Zx.0560_P2_P3_P2.4.1.1,Zx.0560,Dura,Mex,PV23-564,,,74.4874501,77.47092323,824.927,869.358,196.711,80.961,2.07,NA,41.089,5.01252709,0.001492201,0.002976914,,no
173,1,Zv.0190_P3_P2_P1.2.1.1,Zv.0190,Bals,Bals,PV23-1586,,,72.61257799,73.23551567,791.803,803.486,177.916,67.084,2.026,NA,27.558,4.998885319,0.001467813,0.003166342,,no
174,1,Zx.0150_P2_P2_P1.2.1.1,Zx.0150,Chal,Mex,PV23-496,NG,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001443425,0.003313502,,no
175,1,Zx.0490_P4_P3_P1.1.1.1,Zx.0490,Mesa,Mex,PV23-2310,,,74.41821044,73.97041535,820.575,814.022,217.112,89.05,1.99,NA,34.115,5.97364758,0.001419036,0.003087009,,no
176,1,Zx.0580_P2_P5_P3.2.1.1,Zx.0580,Nobo,Mex,PV23-1048,,,72.37196332,72.55265662,787.876,793.99,215.66,96.797,2.937,NA,45.893,5.962208503,0.001394648,-0.000983593,,no
177,1,Zx.0150_P2_P5_P1.2.1.1,Zx.0150,Chal,Mex,PV23-503,,,73.76094557,73.76060354,809.214,811.115,197.293,83.781,1.957,NA,51.456,4.951732423,0.001370259,0.003312478,,no
178,1,Zv.0190_P3_P1_P1.2.1.1,Zv.0190,Bals,Bals,PV23-1583,,,74.84200772,74.0404264,827.639,816.665,229.973,103.468,1.919,NA,37.18,4.942549379,0.001345871,-0.00056917,,no
179,1,Zd.0010_P3_P3_P1.3.1.1,Zd.0010,Zdip,Zdip,PV23-2035,,,73.54208011,72.81805288,808.47,797.257,203.762,78.874,2.917,NA,48.775,5.934550693,0.001321483,0.004042811,,no
180,1,Zl.0050_P1_P5_P3.2.1.1,Zl.0050,Zlux,Zlux,PV23-1234,,,79.23608213,81.29609673,898.614,935.016,194.488,76.854,1.891,NA,11.552,4.927655545,0.001297094,-0.000129595,,no
181,1,Zx.0430_P1_P5_P1.1.1.1,Zx.0430,Mesa,Mex,PV23-2445,,,72.124743,72.25080615,784.756,789.564,187.918,80.741,1.949,NA,45.566,4.918018838,-0.000312321,-0.000314543,,no
182,1,B73,B73,B73,B73,B73-PV24,,,72.44317536,72.77923375,789.229,796.57,197.942,83.725,1.975,NA,42.448,5.92516587,-0.000293292,0.003843279,,no
183,1,Zx.0510_P1_P3_P2.1.1.1,Zx.0510,Mesa,Mex,PV23-2338,,,73.7540915,74.00672344,808.983,816.12,190.936,65.282,2.976,NA,55.414,4.933435115,-0.000274263,-0.000785161,,yes
184,1,Zv.0370_P3_P2_P2.1.1.1,Zv.0370,Bals,Bals,PV23-1599,,pale green,76.68114993,74.73089088,856.188,826.787,193.124,87.563,1.012,NA,NA,3.942905197,-0.000255233,0.003078243,,no
185,1,Zd.0010_P2_P3_P2.3.1.1,Zd.0010,Zdip,Zdip,PV23-1956,,,76.29704516,67.52626606,851.522,713.757,154.456,56.556,1.991,NA,42.362,4.953681943,-0.000236204,-0.001238031,,no
186,1,Zv.0280_P1_P1_P1.1.1.1,Zv.0280,Bals,Bals,PV23-2115,,,71.34494547,71.94717589,769.037,780.96,187.96,67.793,2.043,NA,33.154,3.965431883,-0.000217174,0.002810131,,no
187,1,Zd.0010_P2_P2_P1.3.1.1,Zd.0010,Zdip,Zdip,PV23-1944,,,75.3314203,72.91310517,834.504,798.034,184.233,69.11,2.054,NA,38.887,4.977755385,-0.000198145,0.003011888,,no
188,1,Zx.0580_P2_P3_P3.4.1.1,Zx.0580,Nobo,Mex,PV23-1025,,,72.53008713,72.21636345,789.382,787.074,181.109,70.824,2.078,NA,32.045,4.991308749,-0.000179115,0.002837822,,no
189,1,Zd.0020_P3_P4_P1.3.1.1,Zd.0020,Zdip,Zdip,PV23-1911,,,71.3938243,71.45198944,773.01,774.722,207.182,86.725,2.121,NA,46.852,5.005273919,-0.000160086,0.002620459,,no
190,1,Zx.0570_P2_P3_P2.2.1.1,Zx.0570,Nobo,Mex,PV23-1178,sickly or afflicted,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000141056,-0.006649433,,no
191,1,Zd.0010_P3_P3_P2.2.1.1,Zd.0010,Zdip,Zdip,PV23-2039,,,78.12553852,78.67680942,882.003,890.051,195.733,102.853,1.154,NA,18.405,5.034790155,-0.000122027,-0.006746972,,no
192,1,Zv.0050_P1_P5_P1.2.1.1,Zv.0050,Bals,Bals,PV23-1528,,,73.8384985,76.8797372,813.609,860.667,224.091,98.148,2.161,NA,17.089,5.049515245,-0.000102998,-0.002975609,,no
193,1,Zx.0580_P3_P1_P4.4.1.1,Zx.0580,Nobo,Mex,PV23-1080,afflicted,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000142068,-0.003338661,,no
194,1,Zd.0030_P2_P5_P4.2.1.1,Zd.0030,Zdip,Zdip,PV23-932,afflicted,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000155738,-0.007093042,,no
195,1,B73,B73,B73,B73,B73-PV24,,,76.28310695,74.99306444,851.433,832.801,193.026,80.302,2.045,NA,13.646,6.021851015,-0.000169409,-0.006975972,,no
196,1,Zx.0580_P3_P5_P1.2.1.1,Zx.0580,Nobo,Mex,PV23-1123,,,72.4543567,72.74850258,791.412,795.695,197.293,80.921,3.036,NA,14.626,5.006891698,-0.000183079,0.002316487,,no
197,1,Zv.0210_P1_P3_P1.1.1.1,Zv.0210,Bals,Bals,PV23-1754,,pale green lesions,72.58675697,72.50475438,791.548,791.71,194.889,81.972,0.994,NA,29.05,4.992569419,-0.00019675,0.002558105,,no
198,1,Zx.0220_P2_P2_P2.3.1.1,Zx.0220,Chal,Mex,PV23-408,,,73.38203839,73.19301668,804.313,802.523,202.779,81.237,1.972,NA,39.029,4.978660822,-0.00021042,0.002755991,,yes
199,1,Zv.0410_P2_P4_P1.2.1.1,Zv.0410,Bals,Bals,PV23-1656,,,79.38695639,77.21862014,898.551,866.899,170.383,50.926,0.961,NA,38.235,5.965986005,-0.000224091,0.002576424,,no
200,1,B73,B73,B73,B73,B73-PV24,,,73.32848044,72.79014876,804.099,797.86,200.871,85.72,1.91,NA,33.183,4.95389149,-0.000237761,-0.001451632,,no
201,1,Zx.0570_P2_P2_P1.2.1.1,Zx.0570,Nobo,Mex,PV23-1156,,,73.70090299,72.98856876,808.594,798.58,197.643,83.777,1.932,NA,33.418,5.942780369,-0.000251432,0.002882514,,no
202,1,Zx.0580_P3_P2_P3.3.1.1,Zx.0580,Nobo,Mex,PV23-1094,,,73.76225621,73.25938134,810.505,803.926,188.659,82.556,1.897,NA,41.716,4.932989537,-0.000265102,-0.000965026,,no
203,1,Zx.0560_P2_P1_P4.1.1.1,Zx.0560,Dura,Mex,PV23-555,,,73.441071,73.02765823,807.178,800.505,208.949,91.065,2.897,NA,36.79,4.924416022,-0.000278773,0.003677451,,no
204,1,Zx.0540_P3_P3_P2.3.1.1,Zx.0540,Dura,Mex,PV23-781,,,72.11491595,72.49495182,785.966,793.428,174.24,70.144,2.872,NA,10.25,4.916983396,-0.000292443,-0.000468155,,no
205,1,B73,B73,B73,B73,B73-PV24,,,74.0134258,73.41125415,816.657,807.925,199.399,79.087,0.905,NA,47.274,5.91992002,-0.000258011,-0.000605001,,no
206,1,Zd.0010_P2_P4_P1.2.1.1,Zd.0010,Zdip,Zdip,PV23-1968,,,72.34205077,72.9466199,788.517,798.8,167.754,51.926,2.929,NA,50.67,4.927672398,-0.000249699,0.003531774,,no
207,1,Zh.0020_P3_P5_P1.3.1.1,Zh.0020,Hueh,Hueh,PV23-1273,,,74.67093279,74.18183287,824.777,818.437,193.138,93.332,2.928,NA,28.651,3.93658434,-0.000241388,-0.001121212,,no
208,1,Zv.0470_P2_P4_P1.1.1.1,Zv.0470,Bals,Bals,PV23-2253,,,73.6222667,72.91670479,806.87,796.953,197.857,88.47,2.963,NA,31.306,4.94673008,-0.000233076,0.002714107,,no
209,1,Zx.0550_P4_P1_P1.1.1.1,Zx.0550,Dura,Mex,PV23-670,,,75.26620707,73.72668154,834.919,812.554,195.916,87.344,2.94,NA,32.524,4.958209735,-0.000224764,-0.001633989,,no
210,1,Zd.0040_P1_P4_P1.1.1.1,Zd.0040,Zdip,Zdip,PV23-954,,,74.34299776,74.16638229,819.119,816.781,170.389,68.508,1.99,NA,12.926,4.970682982,-0.000216453,0.002378401,,no
211,1,Zx.0540_P3_P3_P2.4.1.1,Zx.0540,Dura,Mex,PV23-782,,,72.35721765,72.15437137,786.727,784.849,164.887,86.811,3,NA,39.67,5.983743273,-0.000208141,0.002540888,,no
212,1,B73,B73,B73,B73,B73-PV24,,,72.5812089,72.48116258,790.821,790.912,198.238,90.577,1.022,NA,49.846,6.998041261,-0.00019983,0.002325028,,no
213,1,Zd.0020_P2_P4_P2.3.1.1,Zd.0020,Zdip,Zdip,PV23-1859,,,73.46760165,72.74050396,807.065,795.186,196.01,79.594,2.063,NA,38.683,6.012754808,-0.000191518,0.002065373,,no
214,1,Zx.0030_P2_P3_P1.2.1.1,Zx.0030,Chal,Mex,PV23-513,,,79.31413121,76.00026665,901.481,847.374,190.213,76.073,2.071,NA,18.27,5.028105733,-0.000183207,0.992756021,,no
215,1,Zl.0030_P2_P4_P1.3.1.1,Zl.0030,Zlux,Zlux,PV23-1516,afflicted,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000174895,-0.007375979,,no
216,1,Zx.0580_P3_P5_P3.2.1.1,Zx.0580,Nobo,Mex,PV23-1133,afflicted,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000166583,-0.003634648,,yes
217,1,Zx.0080_P1_P1_P1.1.1.1,Zx.0080,Chal,Mex,PV23-425,afflicted,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000238238,-0.003810272,,no
218,1,Zv.0110_P1_P2_P1.1.1.1,Zv.0110,Bals,Bals,PV23-1707,,,76.70183239,77.32068379,858.304,866.089,185.92,74.789,2.076,NA,19.678,5.043203761,-0.000241191,-0.007541981,,no
219,1,Zv.0230_P1_P5_P2.1.1.1,Zv.0230,Bals,Bals,PV23-1731,,,70.74993212,71.29129661,764.336,772.267,194.112,88.609,2.053,NA,44.759,6.027117249,-0.000244144,-0.007399789,,no
220,1,Zl.0030_P2_P1_P1.4.1.1,Zl.0030,Zlux,Zlux,PV23-1502,,,73.87341851,74.01029013,814.007,815.562,205.417,91.014,2.045,NA,58.31,NA,-0.000247096,0.001919582,,no
221,1,Zv.0480_P3_P4_P1.2.1.1,Zv.0480,Bals,Bals,PV23-2234,,,72.95483951,71.72886636,797.243,778.16,198.269,75.922,4.004,NA,49.919,5.996203225,-0.000250049,0.002188905,,no
222,1,B73,B73,B73,B73,B73-PV24,,,72.69932489,72.38118926,792.673,788.3,200.69,85.129,2.983,NA,35.593,5.981482509,-0.000253002,0.002414152,,no
223,1,Zv.0140_P3_P1_P2.1.1.1,Zv.0140,Bals,Bals,PV23-1809,,,73.65645398,74.37498284,808.451,819.899,220.123,77.842,2.974,NA,30.904,5.968003406,-0.000255954,0.00226071,,no
224,1,Zl.0020_P3_P3_P2.3.1.1,Zl.0020,Zlux,Zlux,PV23-1426,,,73.55556579,75.92074399,807.796,848.521,220.733,84.733,2.924,NA,46.658,5.955118089,-0.000258907,-0.001743147,,no
225,1,Zl.0050_P1_P5_P1.2.1.1,Zl.0050,Zlux,Zlux,PV23-1224,,,73.89357143,74.10037357,811.76,815.858,181.886,79.939,1.948,NA,53.297,5.943236562,-0.00026186,0.002612755,,no
226,1,Zx.0500_P2_P2_P2.2.1.1,Zx.0500,Mesa,Mex,PV23-542,,,73.93147366,73.35899059,813.281,804.864,200.462,63.892,1.914,NA,23.594,5.932702576,-0.000264812,-0.001215759,,no
227,1,Zh.0020_P3_P2_P4.2.1.1,Zh.0020,Hueh,Hueh,PV23-1257,,,74.59950438,74.12038384,825.957,817.617,211.416,81.578,1.915,NA,37.163,4.923418868,-0.000267765,0.003442813,,no
228,1,Zd.0010_P2_P4_P3.3.1.1,Zd.0010,Zdip,Zdip,PV23-1978,,,72.2738456,71.58289966,788.544,777.766,194.42,78.831,1.891,NA,42.714,5.9153134,-0.000270718,-0.000689671,,no
229,1,Zv.0070_P4_P1_P1.2.1.1,Zv.0070,Bals,Bals,PV23-1609,,,73.18986456,72.58451346,803.383,793.843,215.582,102.19,2.902,NA,57.459,4.923280448,-0.001853395,-0.000682919,,no
230,1,Zx.0550_P4_P1_P2.1.1.1,Zx.0550,Dura,Mex,PV23-673,,,74.50729023,74.12227606,824.057,817.049,210.277,90.844,2.925,NA,10.158,4.931769752,-0.001855801,0.003450654,,no
231,1,Zx.0160_P2_P1_P2.2.1.1,Zx.0160,Chal,Mex,PV23-439,,,73.8369798,73.36290233,811.364,804.299,201.03,88.063,2.923,NA,33.637,4.941455972,-0.001858208,-0.001207584,,no
232,1,Zd.0010_P2_P4_P4.2.1.1,Zd.0010,Zdip,Zdip,PV23-1982,,,73.80604474,74.11016986,809.984,815.38,198.182,83.014,1.958,NA,39.083,5.952408949,-0.001860614,0.002620791,,no
233,1,Zx.0500_P2_P3_P2.3.1.1,Zx.0500,Mesa,Mex,PV23-548,,,70.48492919,70.94118359,757.017,765.83,187.813,91.72,1.933,NA,34.785,4.964723095,-0.00186302,-0.001735339,,no
234,1,Zv.0480_P2_P2_P1.1.1.1,Zv.0480,Bals,Bals,PV23-2216,,,71.61212352,72.41113924,774.304,787.102,231.087,82.764,2.983,NA,54.17,5.978051228,-0.001865426,0.002268589,,no
235,1,Zx.0500_P2_P2_P1.2.1.1,Zx.0500,Mesa,Mex,PV23-540,,,72.68901863,72.43757039,792.171,788.694,198.668,86.022,2.991,NA,51.3,5.991979889,-0.001867833,0.002422282,,no
236,1,Zx.0160_P2_P5_P2.2.1.1,Zx.0160,Chal,Mex,PV23-453,,,80.98368374,77.80875252,924.583,875.419,193.409,76.835,1.012,NA,14.27,5.007154081,-0.001870239,0.002196962,,no
237,1,Zv.0480_P2_P1_P1.2.1.1,Zv.0480,Bals,Bals,PV23-2212,,,72.94315477,73.11511959,798.739,800.824,204.866,86,2.053,NA,37.81,6.022747585,-0.001872645,0.001926585,,no
238,1,Zv.0260_P2_P4_P1.2.1.1,Zv.0260,Bals,Bals,PV23-1802,,,75.85795097,75.41991432,845.634,839.117,176.994,67.724,2.06,NA,35.516,5.038979149,-0.001875051,-0.007395654,,no
239,1,Zx.0380_P2_P4_P2.2.1.1,Zx.0380,Mesa,Mex,PV23-2388,,,70.84251876,71.47001272,766.081,774.07,167.33,63.078,1.082,NA,38.298,5.055520733,-0.001877458,-0.007542718,,no
240,1,Zd.0020_P2_P3_P2.3.1.1,Zd.0020,Zdip,Zdip,PV23-1851,afflicted,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.001879864,-0.003816627,,no
241,1,Zd.0020_P3_P1_P3.2.1.1,Zd.0020,Zdip,Zdip,PV23-1873,afflicted,,NA,NA,NA,NA,153.089,62.395,NA,NA,NA,NA,-0.001963949,-0.003678136,,no
242,1,Zv.0250_P3_P5_P1.2.1.1,Zv.0250,Bals,Bals,PV23-2289,,,76.71718395,76.31671166,858.076,849.641,199.972,78.251,2.099,NA,20.496,6.057994457,-0.001956184,0.992596316,,no
243,1,Zv.0240_P2_P3_P2.2.1.1,Zv.0240,Bals,Bals,PV23-2182,,,76.69558135,76.24747421,857.296,850.875,229.242,102.711,2.077,NA,18.856,5.040971121,-0.001948419,-0.007257865,,no
244,1,Zv.0200_P3_P2_P1.1.1.1,Zv.0200,Bals,Bals,PV23-1664,,,71.73858173,71.92045046,778.873,781.111,191.825,77.856,2.07,NA,48.801,5.024257184,-0.001940654,0.002060156,,no
245,1,Zd.0020_P2_P3_P2.2.1.1,Zd.0020,Zdip,Zdip,PV23-1850,,,73.73522869,74.59063222,809.152,823.915,241.196,108.618,2.03,NA,42.116,5.008181648,-0.001932889,0.002323558,,no
246,1,B73,B73,B73,B73,B73-PV24,,,73.39969947,73.19729016,803.62,800.829,201.404,69.793,2.009,NA,40.807,6.992527301,-0.001925123,0.002540024,,no
247,1,Zv.0410_P2_P3_P2.1.1.1,Zv.0410,Bals,Bals,PV23-1653,,,76.28868751,77.15195565,850.939,863.845,224.879,87.574,2.001,NA,48.74,5.978122401,-0.001917358,0.002376714,,no
248,1,B73,B73,B73,B73,B73-PV24,,,74.13704941,73.66786363,816.297,809.981,197.738,75.602,1.952,NA,35.617,5.964324771,-0.001909593,-0.001636303,,no
249,1,Zv.0030_P1_P1_P1.2.1.1,Zv.0030,Bals,Bals,PV23-1323,,,73.44497711,73.82824637,803.497,810.053,214.286,86.986,1.977,NA,41.576,4.951551327,-0.001901828,0.002711875,,no
250,1,Zd.0030_P2_P3_P2.4.1.1,Zd.0030,Zdip,Zdip,PV23-888,,,74.47376057,74.07767524,821.002,815.108,182.329,70.133,1.943,NA,22.987,5.940152678,-0.001894063,-0.001123654,,no
251,1,Zx.0580_P2_P5_P2.2.1.1,Zx.0580,Nobo,Mex,PV23-1043,,,73.15146027,73.83819832,801.398,811.692,225.764,104.006,1.944,NA,55.061,4.930037266,-0.001886298,0.003527788,,no
252,1,Zv.0040_P3_P5_P1.1.1.1,Zv.0040,Bals,Bals,PV23-1342,,,72.84673522,74.30389714,797.146,820.882,200.252,91.441,2.921,NA,54.412,4.921137445,-0.001878532,-0.000612751,,no
253,1,Zx.0500_P2_P3_P1.1.1.1,Zx.0500,Mesa,Mex,PV23-544,,,73.97062368,72.44858833,815.394,791.695,217.336,104.836,2.95,NA,45.787,4.923558343,-0.000324818,-0.000420416,,yes
254,1,Zx.0560_P2_P3_P1.2.1.1,Zx.0560,Dura,Mex,PV23-560,,,72.26042221,71.97549771,786.582,781.855,211.776,74.333,1.973,NA,37.189,5.932890006,-0.000337942,0.003732852,,no
255,1,Zv.0070_P4_P2_P1.1.1.1,Zv.0070,Bals,Bals,PV23-1610,,,74.57185405,73.21000238,822.624,801.785,226.251,100.386,1.972,NA,39.363,5.943455934,-0.000351066,-0.000905835,,no
