Sample_Name,Seq_ID
G05.fastq.gz,PN6_SID557.fastq.gz
G06.fastq.gz,PN6_SID558.fastq.gz
G07.fastq.gz,PN6_SID559.fastq.gz
G08.fastq.gz,PN6_SID560.fastq.gz
G09.fastq.gz,PN6_SID561.fastq.gz
G10.fastq.gz,PN6_SID562.fastq.gz
G11.fastq.gz,PN6_SID563.fastq.gz
G12.fastq.gz,PN6_SID564.fastq.gz
H01.fastq.gz,PN6_SID565.fastq.gz
H02.fastq.gz,PN6_SID566.fastq.gz
H03.fastq.gz,PN6_SID567.fastq.gz
H04.fastq.gz,PN6_SID568.fastq.gz
H05.fastq.gz,PN6_SID569.fastq.gz
H06.fastq.gz,PN6_SID570.fastq.gz
H07.fastq.gz,PN6_SID571.fastq.gz
H08.fastq.gz,PN6_SID572.fastq.gz
H09.fastq.gz,PN6_SID573.fastq.gz
H10.fastq.gz,PN6_SID574.fastq.gz
H11.fastq.gz,PN6_SID575.fastq.gz
H12.fastq.gz,PN6_SID576.fastq.gz
A01.fastq.gz,PN7_SID577.fastq.gz
A02.fastq.gz,PN7_SID578.fastq.gz
A03.fastq.gz,PN7_SID579.fastq.gz
A04.fastq.gz,PN7_SID580.fastq.gz
A05.fastq.gz,PN7_SID581.fastq.gz
A06.fastq.gz,PN7_SID582.fastq.gz
A07.fastq.gz,PN7_SID583.fastq.gz
A08.fastq.gz,PN7_SID584.fastq.gz
A09.fastq.gz,PN7_SID585.fastq.gz
A10.fastq.gz,PN7_SID586.fastq.gz
A11.fastq.gz,PN7_SID587.fastq.gz
A12.fastq.gz,PN7_SID588.fastq.gz
B01.fastq.gz,PN7_SID589.fastq.gz
B02.fastq.gz,PN7_SID590.fastq.gz
B03.fastq.gz,PN7_SID591.fastq.gz
B04.fastq.gz,PN7_SID592.fastq.gz
B05.fastq.gz,PN7_SID593.fastq.gz
B06.fastq.gz,PN7_SID594.fastq.gz
B07.fastq.gz,PN7_SID595.fastq.gz
B08.fastq.gz,PN7_SID596.fastq.gz
B09.fastq.gz,PN7_SID597.fastq.gz
B10.fastq.gz,PN7_SID598.fastq.gz
B11.fastq.gz,PN7_SID599.fastq.gz
B12.fastq.gz,PN7_SID600.fastq.gz
C01.fastq.gz,PN7_SID601.fastq.gz
C02.fastq.gz,PN7_SID602.fastq.gz
C03.fastq.gz,PN7_SID603.fastq.gz
C04.fastq.gz,PN7_SID604.fastq.gz
C05.fastq.gz,PN7_SID605.fastq.gz
C06.fastq.gz,PN7_SID606.fastq.gz
C07.fastq.gz,PN7_SID607.fastq.gz
C08.fastq.gz,PN7_SID608.fastq.gz
C09.fastq.gz,PN7_SID609.fastq.gz
C10.fastq.gz,PN7_SID610.fastq.gz
C11.fastq.gz,PN7_SID611.fastq.gz
C12.fastq.gz,PN7_SID612.fastq.gz
D01.fastq.gz,PN7_SID613.fastq.gz
D02.fastq.gz,PN7_SID614.fastq.gz
D03.fastq.gz,PN7_SID615.fastq.gz
D04.fastq.gz,PN7_SID616.fastq.gz
D05.fastq.gz,PN7_SID617.fastq.gz
D06.fastq.gz,PN7_SID618.fastq.gz
D07.fastq.gz,PN7_SID619.fastq.gz
D08.fastq.gz,PN7_SID620.fastq.gz
D09.fastq.gz,PN7_SID621.fastq.gz
D10.fastq.gz,PN7_SID622.fastq.gz
D11.fastq.gz,PN7_SID623.fastq.gz
D12.fastq.gz,PN7_SID624.fastq.gz
E01.fastq.gz,PN7_SID625.fastq.gz
E02.fastq.gz,PN7_SID626.fastq.gz
E03.fastq.gz,PN7_SID627.fastq.gz
E04.fastq.gz,PN7_SID628.fastq.gz
E05.fastq.gz,PN7_SID629.fastq.gz
E06.fastq.gz,PN7_SID630.fastq.gz
E07.fastq.gz,PN7_SID631.fastq.gz
E08.fastq.gz,PN7_SID632.fastq.gz
E09.fastq.gz,PN7_SID633.fastq.gz
E10.fastq.gz,PN7_SID634.fastq.gz
E11.fastq.gz,PN7_SID635.fastq.gz
E12.fastq.gz,PN7_SID636.fastq.gz
F01.fastq.gz,PN7_SID637.fastq.gz
F02.fastq.gz,PN7_SID638.fastq.gz
F03.fastq.gz,PN7_SID639.fastq.gz
F04.fastq.gz,PN7_SID640.fastq.gz
F05.fastq.gz,PN7_SID641.fastq.gz
F06.fastq.gz,PN7_SID642.fastq.gz
F07.fastq.gz,PN7_SID643.fastq.gz
F08.fastq.gz,PN7_SID644.fastq.gz
F09.fastq.gz,PN7_SID645.fastq.gz
F10.fastq.gz,PN7_SID646.fastq.gz
F11.fastq.gz,PN7_SID647.fastq.gz
F12.fastq.gz,PN7_SID648.fastq.gz
G01.fastq.gz,PN7_SID649.fastq.gz
G02.fastq.gz,PN7_SID650.fastq.gz
G03.fastq.gz,PN7_SID651.fastq.gz
G04.fastq.gz,PN7_SID652.fastq.gz
G05.fastq.gz,PN7_SID653.fastq.gz
G06.fastq.gz,PN7_SID654.fastq.gz
G07.fastq.gz,PN7_SID655.fastq.gz
G08.fastq.gz,PN7_SID656.fastq.gz
G09.fastq.gz,PN7_SID657.fastq.gz
G10.fastq.gz,PN7_SID658.fastq.gz
G11.fastq.gz,PN7_SID659.fastq.gz
G12.fastq.gz,PN7_SID660.fastq.gz
H01.fastq.gz,PN7_SID661.fastq.gz
H02.fastq.gz,PN7_SID662.fastq.gz
H03.fastq.gz,PN7_SID663.fastq.gz
H04.fastq.gz,PN7_SID664.fastq.gz
H05.fastq.gz,PN7_SID665.fastq.gz
H06.fastq.gz,PN7_SID666.fastq.gz
H07.fastq.gz,PN7_SID667.fastq.gz
H08.fastq.gz,PN7_SID668.fastq.gz
H09.fastq.gz,PN7_SID669.fastq.gz
H10.fastq.gz,PN7_SID670.fastq.gz
H11.fastq.gz,PN7_SID671.fastq.gz
H12.fastq.gz,PN7_SID672.fastq.gz
A01.fastq.gz,PN8_SID673.fastq.gz
A02.fastq.gz,PN8_SID674.fastq.gz
A03.fastq.gz,PN8_SID675.fastq.gz
A04.fastq.gz,PN8_SID676.fastq.gz
A05.fastq.gz,PN8_SID677.fastq.gz
A06.fastq.gz,PN8_SID678.fastq.gz
A07.fastq.gz,PN8_SID679.fastq.gz
A08.fastq.gz,PN8_SID680.fastq.gz
A09.fastq.gz,PN8_SID681.fastq.gz
A10.fastq.gz,PN8_SID682.fastq.gz
A11.fastq.gz,PN8_SID683.fastq.gz
A12.fastq.gz,PN8_SID684.fastq.gz
B01.fastq.gz,PN8_SID685.fastq.gz
B02.fastq.gz,PN8_SID686.fastq.gz
B03.fastq.gz,PN8_SID687.fastq.gz
B04.fastq.gz,PN8_SID688.fastq.gz
B05.fastq.gz,PN8_SID689.fastq.gz
B06.fastq.gz,PN8_SID690.fastq.gz
B07.fastq.gz,PN8_SID691.fastq.gz
B08.fastq.gz,PN8_SID692.fastq.gz
B09.fastq.gz,PN8_SID693.fastq.gz
B10.fastq.gz,PN8_SID694.fastq.gz
B11.fastq.gz,PN8_SID695.fastq.gz
B12.fastq.gz,PN8_SID696.fastq.gz
C01.fastq.gz,PN8_SID697.fastq.gz
C02.fastq.gz,PN8_SID698.fastq.gz
C03.fastq.gz,PN8_SID699.fastq.gz
C04.fastq.gz,PN8_SID700.fastq.gz
C05.fastq.gz,PN8_SID701.fastq.gz
C06.fastq.gz,PN8_SID702.fastq.gz
C07.fastq.gz,PN8_SID703.fastq.gz
C08.fastq.gz,PN8_SID704.fastq.gz
C09.fastq.gz,PN8_SID705.fastq.gz
C10.fastq.gz,PN8_SID706.fastq.gz
C11.fastq.gz,PN8_SID707.fastq.gz
C12.fastq.gz,PN8_SID708.fastq.gz
D01.fastq.gz,PN8_SID709.fastq.gz
D02.fastq.gz,PN8_SID710.fastq.gz
D03.fastq.gz,PN8_SID711.fastq.gz
D04.fastq.gz,PN8_SID712.fastq.gz
D05.fastq.gz,PN8_SID713.fastq.gz
D06.fastq.gz,PN8_SID714.fastq.gz
D07.fastq.gz,PN8_SID715.fastq.gz
D08.fastq.gz,PN8_SID716.fastq.gz
D09.fastq.gz,PN8_SID717.fastq.gz
D10.fastq.gz,PN8_SID718.fastq.gz
D11.fastq.gz,PN8_SID719.fastq.gz
D12.fastq.gz,PN8_SID720.fastq.gz
E01.fastq.gz,PN8_SID721.fastq.gz
E02.fastq.gz,PN8_SID722.fastq.gz
E03.fastq.gz,PN8_SID723.fastq.gz
E04.fastq.gz,PN8_SID724.fastq.gz
E05.fastq.gz,PN8_SID725.fastq.gz
E06.fastq.gz,PN8_SID726.fastq.gz
E07.fastq.gz,PN8_SID727.fastq.gz
E08.fastq.gz,PN8_SID728.fastq.gz
E09.fastq.gz,PN8_SID729.fastq.gz
E10.fastq.gz,PN8_SID730.fastq.gz
E11.fastq.gz,PN8_SID731.fastq.gz
E12.fastq.gz,PN8_SID732.fastq.gz
F01.fastq.gz,PN8_SID733.fastq.gz
F02.fastq.gz,PN8_SID734.fastq.gz
F03.fastq.gz,PN8_SID735.fastq.gz
F04.fastq.gz,PN8_SID736.fastq.gz
F05.fastq.gz,PN8_SID737.fastq.gz
F06.fastq.gz,PN8_SID738.fastq.gz
F07.fastq.gz,PN8_SID739.fastq.gz
F08.fastq.gz,PN8_SID740.fastq.gz
F09.fastq.gz,PN8_SID741.fastq.gz
F10.fastq.gz,PN8_SID742.fastq.gz
F11.fastq.gz,PN8_SID743.fastq.gz
F12.fastq.gz,PN8_SID744.fastq.gz
G01.fastq.gz,PN8_SID745.fastq.gz
G02.fastq.gz,PN8_SID746.fastq.gz
G03.fastq.gz,PN8_SID747.fastq.gz
G04.fastq.gz,PN8_SID748.fastq.gz
G05.fastq.gz,PN8_SID749.fastq.gz
G06.fastq.gz,PN8_SID750.fastq.gz
G07.fastq.gz,PN8_SID751.fastq.gz
G08.fastq.gz,PN8_SID752.fastq.gz
G09.fastq.gz,PN8_SID753.fastq.gz
G10.fastq.gz,PN8_SID754.fastq.gz
G11.fastq.gz,PN8_SID755.fastq.gz
G12.fastq.gz,PN8_SID756.fastq.gz
H01.fastq.gz,PN8_SID757.fastq.gz
H02.fastq.gz,PN8_SID758.fastq.gz
H03.fastq.gz,PN8_SID759.fastq.gz
H04.fastq.gz,PN8_SID760.fastq.gz
H05.fastq.gz,PN8_SID761.fastq.gz
H06.fastq.gz,PN8_SID762.fastq.gz
H07.fastq.gz,PN8_SID763.fastq.gz
H08.fastq.gz,PN8_SID764.fastq.gz
H09.fastq.gz,PN8_SID765.fastq.gz
H10.fastq.gz,PN8_SID766.fastq.gz
H11.fastq.gz,PN8_SID767.fastq.gz
H12.fastq.gz,PN8_SID768.fastq.gz
A01.fastq.gz,PN9_SID769.fastq.gz
A02.fastq.gz,PN9_SID770.fastq.gz
A03.fastq.gz,PN9_SID771.fastq.gz
A04.fastq.gz,PN9_SID772.fastq.gz
A05.fastq.gz,PN9_SID773.fastq.gz
A06.fastq.gz,PN9_SID774.fastq.gz
A07.fastq.gz,PN9_SID775.fastq.gz
A08.fastq.gz,PN9_SID776.fastq.gz
A09.fastq.gz,PN9_SID777.fastq.gz
A10.fastq.gz,PN9_SID778.fastq.gz
A11.fastq.gz,PN9_SID779.fastq.gz
A12.fastq.gz,PN9_SID780.fastq.gz
B01.fastq.gz,PN9_SID781.fastq.gz
B02.fastq.gz,PN9_SID782.fastq.gz
B03.fastq.gz,PN9_SID783.fastq.gz
B04.fastq.gz,PN9_SID784.fastq.gz
B05.fastq.gz,PN9_SID785.fastq.gz
B06.fastq.gz,PN9_SID786.fastq.gz
B07.fastq.gz,PN9_SID787.fastq.gz
B08.fastq.gz,PN9_SID788.fastq.gz
B09.fastq.gz,PN9_SID789.fastq.gz
B10.fastq.gz,PN9_SID790.fastq.gz
B11.fastq.gz,PN9_SID791.fastq.gz
B12.fastq.gz,PN9_SID792.fastq.gz
C01.fastq.gz,PN9_SID793.fastq.gz
C02.fastq.gz,PN9_SID794.fastq.gz
C03.fastq.gz,PN9_SID795.fastq.gz
C04.fastq.gz,PN9_SID796.fastq.gz
C05.fastq.gz,PN9_SID797.fastq.gz
C06.fastq.gz,PN9_SID798.fastq.gz
C07.fastq.gz,PN9_SID799.fastq.gz
C08.fastq.gz,PN9_SID800.fastq.gz
C09.fastq.gz,PN9_SID801.fastq.gz
C10.fastq.gz,PN9_SID802.fastq.gz
C11.fastq.gz,PN9_SID803.fastq.gz
C12.fastq.gz,PN9_SID804.fastq.gz
D01.fastq.gz,PN9_SID805.fastq.gz
D02.fastq.gz,PN9_SID806.fastq.gz
D03.fastq.gz,PN9_SID807.fastq.gz
D04.fastq.gz,PN9_SID808.fastq.gz
D05.fastq.gz,PN9_SID809.fastq.gz
D06.fastq.gz,PN9_SID810.fastq.gz
D07.fastq.gz,PN9_SID811.fastq.gz
D08.fastq.gz,PN9_SID812.fastq.gz
D09.fastq.gz,PN9_SID813.fastq.gz
D10.fastq.gz,PN9_SID814.fastq.gz
D11.fastq.gz,PN9_SID815.fastq.gz
D12.fastq.gz,PN9_SID816.fastq.gz
E01.fastq.gz,PN9_SID817.fastq.gz
E02.fastq.gz,PN9_SID818.fastq.gz
E03.fastq.gz,PN9_SID819.fastq.gz
E04.fastq.gz,PN9_SID820.fastq.gz
E05.fastq.gz,PN9_SID821.fastq.gz
E06.fastq.gz,PN9_SID822.fastq.gz
E07.fastq.gz,PN9_SID823.fastq.gz
E08.fastq.gz,PN9_SID824.fastq.gz
E09.fastq.gz,PN9_SID825.fastq.gz
E10.fastq.gz,PN9_SID826.fastq.gz
E11.fastq.gz,PN9_SID827.fastq.gz
E12.fastq.gz,PN9_SID828.fastq.gz
F01.fastq.gz,PN9_SID829.fastq.gz
F02.fastq.gz,PN9_SID830.fastq.gz
F03.fastq.gz,PN9_SID831.fastq.gz
F04.fastq.gz,PN9_SID832.fastq.gz
F05.fastq.gz,PN9_SID833.fastq.gz
F06.fastq.gz,PN9_SID834.fastq.gz
F07.fastq.gz,PN9_SID835.fastq.gz
F08.fastq.gz,PN9_SID836.fastq.gz
F09.fastq.gz,PN9_SID837.fastq.gz
F10.fastq.gz,PN9_SID838.fastq.gz
F11.fastq.gz,PN9_SID839.fastq.gz
F12.fastq.gz,PN9_SID840.fastq.gz
G01.fastq.gz,PN9_SID841.fastq.gz
G02.fastq.gz,PN9_SID842.fastq.gz
G03.fastq.gz,PN9_SID843.fastq.gz
G04.fastq.gz,PN9_SID844.fastq.gz
G05.fastq.gz,PN9_SID845.fastq.gz
G06.fastq.gz,PN9_SID846.fastq.gz
G07.fastq.gz,PN9_SID847.fastq.gz
G08.fastq.gz,PN9_SID848.fastq.gz
G09.fastq.gz,PN9_SID849.fastq.gz
G10.fastq.gz,PN9_SID850.fastq.gz
G11.fastq.gz,PN9_SID851.fastq.gz
G12.fastq.gz,PN9_SID852.fastq.gz
H01.fastq.gz,PN9_SID853.fastq.gz
H02.fastq.gz,PN9_SID854.fastq.gz
H03.fastq.gz,PN9_SID855.fastq.gz
H04.fastq.gz,PN9_SID856.fastq.gz
H05.fastq.gz,PN9_SID857.fastq.gz
H06.fastq.gz,PN9_SID858.fastq.gz
H07.fastq.gz,PN9_SID859.fastq.gz
H08.fastq.gz,PN9_SID860.fastq.gz
H09.fastq.gz,PN9_SID861.fastq.gz
H10.fastq.gz,PN9_SID862.fastq.gz
H11.fastq.gz,PN9_SID863.fastq.gz
H12.fastq.gz,PN9_SID864.fastq.gz
A01.fastq.gz,PN10_SID865.fastq.gz
A02.fastq.gz,PN10_SID866.fastq.gz
A03.fastq.gz,PN10_SID867.fastq.gz
A04.fastq.gz,PN10_SID868.fastq.gz
A05.fastq.gz,PN10_SID869.fastq.gz
A06.fastq.gz,PN10_SID870.fastq.gz
A07.fastq.gz,PN10_SID871.fastq.gz
A08.fastq.gz,PN10_SID872.fastq.gz
A09.fastq.gz,PN10_SID873.fastq.gz
A10.fastq.gz,PN10_SID874.fastq.gz
A11.fastq.gz,PN10_SID875.fastq.gz
A12.fastq.gz,PN10_SID876.fastq.gz
B01.fastq.gz,PN10_SID877.fastq.gz
B02.fastq.gz,PN10_SID878.fastq.gz
B03.fastq.gz,PN10_SID879.fastq.gz
B04.fastq.gz,PN10_SID880.fastq.gz
B05.fastq.gz,PN10_SID881.fastq.gz
B06.fastq.gz,PN10_SID882.fastq.gz
B07.fastq.gz,PN10_SID883.fastq.gz
B08.fastq.gz,PN10_SID884.fastq.gz
B09.fastq.gz,PN10_SID885.fastq.gz
B10.fastq.gz,PN10_SID886.fastq.gz
B11.fastq.gz,PN10_SID887.fastq.gz
B12.fastq.gz,PN10_SID888.fastq.gz
C01.fastq.gz,PN10_SID889.fastq.gz
C02.fastq.gz,PN10_SID890.fastq.gz
C03.fastq.gz,PN10_SID891.fastq.gz
C04.fastq.gz,PN10_SID892.fastq.gz
C05.fastq.gz,PN10_SID893.fastq.gz
C06.fastq.gz,PN10_SID894.fastq.gz
C07.fastq.gz,PN10_SID895.fastq.gz
C08.fastq.gz,PN10_SID896.fastq.gz
C09.fastq.gz,PN10_SID897.fastq.gz
C10.fastq.gz,PN10_SID898.fastq.gz
C11.fastq.gz,PN10_SID899.fastq.gz
C12.fastq.gz,PN10_SID900.fastq.gz
D01.fastq.gz,PN10_SID901.fastq.gz
D02.fastq.gz,PN10_SID902.fastq.gz
D03.fastq.gz,PN10_SID903.fastq.gz
D04.fastq.gz,PN10_SID904.fastq.gz
D05.fastq.gz,PN10_SID905.fastq.gz
D06.fastq.gz,PN10_SID906.fastq.gz
D07.fastq.gz,PN10_SID907.fastq.gz
D08.fastq.gz,PN10_SID908.fastq.gz
D09.fastq.gz,PN10_SID909.fastq.gz
D10.fastq.gz,PN10_SID910.fastq.gz
D11.fastq.gz,PN10_SID911.fastq.gz
D12.fastq.gz,PN10_SID912.fastq.gz
E01.fastq.gz,PN10_SID913.fastq.gz
E02.fastq.gz,PN10_SID914.fastq.gz
E03.fastq.gz,PN10_SID915.fastq.gz
E04.fastq.gz,PN10_SID916.fastq.gz
E05.fastq.gz,PN10_SID917.fastq.gz
E06.fastq.gz,PN10_SID918.fastq.gz
E07.fastq.gz,PN10_SID919.fastq.gz
E08.fastq.gz,PN10_SID920.fastq.gz
E09.fastq.gz,PN10_SID921.fastq.gz
E10.fastq.gz,PN10_SID922.fastq.gz
E11.fastq.gz,PN10_SID923.fastq.gz
E12.fastq.gz,PN10_SID924.fastq.gz
F01.fastq.gz,PN10_SID925.fastq.gz
F02.fastq.gz,PN10_SID926.fastq.gz
F03.fastq.gz,PN10_SID927.fastq.gz
F04.fastq.gz,PN10_SID928.fastq.gz
F05.fastq.gz,PN10_SID929.fastq.gz
F06.fastq.gz,PN10_SID930.fastq.gz
F07.fastq.gz,PN10_SID931.fastq.gz
F08.fastq.gz,PN10_SID932.fastq.gz
F09.fastq.gz,PN10_SID933.fastq.gz
F10.fastq.gz,PN10_SID934.fastq.gz
F11.fastq.gz,PN10_SID935.fastq.gz
F12.fastq.gz,PN10_SID936.fastq.gz
G01.fastq.gz,PN10_SID937.fastq.gz
G02.fastq.gz,PN10_SID938.fastq.gz
G03.fastq.gz,PN10_SID939.fastq.gz
G04.fastq.gz,PN10_SID940.fastq.gz
G05.fastq.gz,PN10_SID941.fastq.gz
G06.fastq.gz,PN10_SID942.fastq.gz
G07.fastq.gz,PN10_SID943.fastq.gz
G08.fastq.gz,PN10_SID944.fastq.gz
G09.fastq.gz,PN10_SID945.fastq.gz
G10.fastq.gz,PN10_SID946.fastq.gz
G11.fastq.gz,PN10_SID947.fastq.gz
G12.fastq.gz,PN10_SID948.fastq.gz
H01.fastq.gz,PN10_SID949.fastq.gz
H02.fastq.gz,PN10_SID950.fastq.gz
H03.fastq.gz,PN10_SID951.fastq.gz
H04.fastq.gz,PN10_SID952.fastq.gz
H05.fastq.gz,PN10_SID953.fastq.gz
H06.fastq.gz,PN10_SID954.fastq.gz
H07.fastq.gz,PN10_SID955.fastq.gz
H08.fastq.gz,PN10_SID956.fastq.gz
H09.fastq.gz,PN10_SID957.fastq.gz
H10.fastq.gz,PN10_SID958.fastq.gz
H11.fastq.gz,PN10_SID959.fastq.gz
H12.fastq.gz,PN10_SID960.fastq.gz
A01.fastq.gz,PN11_SID961.fastq.gz
A02.fastq.gz,PN11_SID962.fastq.gz
A03.fastq.gz,PN11_SID963.fastq.gz
A04.fastq.gz,PN11_SID964.fastq.gz
A05.fastq.gz,PN11_SID965.fastq.gz
A06.fastq.gz,PN11_SID966.fastq.gz
A07.fastq.gz,PN11_SID967.fastq.gz
A08.fastq.gz,PN11_SID968.fastq.gz
A09.fastq.gz,PN11_SID969.fastq.gz
A10.fastq.gz,PN11_SID970.fastq.gz
A11.fastq.gz,PN11_SID971.fastq.gz
A12.fastq.gz,PN11_SID972.fastq.gz
B01.fastq.gz,PN11_SID973.fastq.gz
B02.fastq.gz,PN11_SID974.fastq.gz
B03.fastq.gz,PN11_SID975.fastq.gz
B04.fastq.gz,PN11_SID976.fastq.gz
B05.fastq.gz,PN11_SID977.fastq.gz
B06.fastq.gz,PN11_SID978.fastq.gz
B07.fastq.gz,PN11_SID979.fastq.gz
B08.fastq.gz,PN11_SID980.fastq.gz
B09.fastq.gz,PN11_SID981.fastq.gz
B10.fastq.gz,PN11_SID982.fastq.gz
B11.fastq.gz,PN11_SID983.fastq.gz
B12.fastq.gz,PN11_SID984.fastq.gz
C01.fastq.gz,PN11_SID985.fastq.gz
C02.fastq.gz,PN11_SID986.fastq.gz
C03.fastq.gz,PN11_SID987.fastq.gz
C04.fastq.gz,PN11_SID988.fastq.gz
C05.fastq.gz,PN11_SID989.fastq.gz
C06.fastq.gz,PN11_SID990.fastq.gz
C07.fastq.gz,PN11_SID991.fastq.gz
C08.fastq.gz,PN11_SID992.fastq.gz
C09.fastq.gz,PN11_SID993.fastq.gz
C10.fastq.gz,PN11_SID994.fastq.gz
C11.fastq.gz,PN11_SID995.fastq.gz
C12.fastq.gz,PN11_SID996.fastq.gz
D01.fastq.gz,PN11_SID997.fastq.gz
D02.fastq.gz,PN11_SID998.fastq.gz
D03.fastq.gz,PN11_SID999.fastq.gz
D04.fastq.gz,PN11_SID1000.fastq.gz
D05.fastq.gz,PN11_SID1001.fastq.gz
D06.fastq.gz,PN11_SID1002.fastq.gz
D07.fastq.gz,PN11_SID1003.fastq.gz
D08.fastq.gz,PN11_SID1004.fastq.gz
D09.fastq.gz,PN11_SID1005.fastq.gz
D10.fastq.gz,PN11_SID1006.fastq.gz
D11.fastq.gz,PN11_SID1007.fastq.gz
D12.fastq.gz,PN11_SID1008.fastq.gz
E01.fastq.gz,PN11_SID1009.fastq.gz
E02.fastq.gz,PN11_SID1010.fastq.gz
E03.fastq.gz,PN11_SID1011.fastq.gz
E04.fastq.gz,PN11_SID1012.fastq.gz
E05.fastq.gz,PN11_SID1013.fastq.gz
E06.fastq.gz,PN11_SID1014.fastq.gz
E07.fastq.gz,PN11_SID1015.fastq.gz
E08.fastq.gz,PN11_SID1016.fastq.gz
E09.fastq.gz,PN11_SID1017.fastq.gz
E10.fastq.gz,PN11_SID1018.fastq.gz
E11.fastq.gz,PN11_SID1019.fastq.gz
E12.fastq.gz,PN11_SID1020.fastq.gz
F01.fastq.gz,PN11_SID1021.fastq.gz
F02.fastq.gz,PN11_SID1022.fastq.gz
F03.fastq.gz,PN11_SID1023.fastq.gz
F04.fastq.gz,PN11_SID1024.fastq.gz
F05.fastq.gz,PN11_SID1025.fastq.gz
F06.fastq.gz,PN11_SID1026.fastq.gz
F07.fastq.gz,PN11_SID1027.fastq.gz
F08.fastq.gz,PN11_SID1028.fastq.gz
F09.fastq.gz,PN11_SID1029.fastq.gz
F10.fastq.gz,PN11_SID1030.fastq.gz
F11.fastq.gz,PN11_SID1031.fastq.gz
F12.fastq.gz,PN11_SID1032.fastq.gz
G01.fastq.gz,PN11_SID1033.fastq.gz
G02.fastq.gz,PN11_SID1034.fastq.gz
G03.fastq.gz,PN11_SID1035.fastq.gz
G04.fastq.gz,PN11_SID1036.fastq.gz
G05.fastq.gz,PN11_SID1037.fastq.gz
G06.fastq.gz,PN11_SID1038.fastq.gz
G07.fastq.gz,PN11_SID1039.fastq.gz
G08.fastq.gz,PN11_SID1040.fastq.gz
G09.fastq.gz,PN11_SID1041.fastq.gz
G10.fastq.gz,PN11_SID1042.fastq.gz
G11.fastq.gz,PN11_SID1043.fastq.gz
G12.fastq.gz,PN11_SID1044.fastq.gz
H01.fastq.gz,PN11_SID1045.fastq.gz
H02.fastq.gz,PN11_SID1046.fastq.gz
H03.fastq.gz,PN11_SID1047.fastq.gz
H04.fastq.gz,PN11_SID1048.fastq.gz
H05.fastq.gz,PN11_SID1049.fastq.gz
H06.fastq.gz,PN11_SID1050.fastq.gz
H07.fastq.gz,PN11_SID1051.fastq.gz
H08.fastq.gz,PN11_SID1052.fastq.gz
H09.fastq.gz,PN11_SID1053.fastq.gz
H10.fastq.gz,PN11_SID1054.fastq.gz
H11.fastq.gz,PN11_SID1055.fastq.gz
H12.fastq.gz,PN11_SID1056.fastq.gz
A01.fastq.gz,PN12_SID1057.fastq.gz
A02.fastq.gz,PN12_SID1058.fastq.gz
A03.fastq.gz,PN12_SID1059.fastq.gz
A04.fastq.gz,PN12_SID1060.fastq.gz
A05.fastq.gz,PN12_SID1061.fastq.gz
A06.fastq.gz,PN12_SID1062.fastq.gz
A07.fastq.gz,PN12_SID1063.fastq.gz
A08.fastq.gz,PN12_SID1064.fastq.gz
A09.fastq.gz,PN12_SID1065.fastq.gz
A10.fastq.gz,PN12_SID1066.fastq.gz
A11.fastq.gz,PN12_SID1067.fastq.gz
A12.fastq.gz,PN12_SID1068.fastq.gz
B01.fastq.gz,PN12_SID1069.fastq.gz
B02.fastq.gz,PN12_SID1070.fastq.gz
B03.fastq.gz,PN12_SID1071.fastq.gz
B04.fastq.gz,PN12_SID1072.fastq.gz
B05.fastq.gz,PN12_SID1073.fastq.gz
B06.fastq.gz,PN12_SID1074.fastq.gz
B07.fastq.gz,PN12_SID1075.fastq.gz
B08.fastq.gz,PN12_SID1076.fastq.gz
B09.fastq.gz,PN12_SID1077.fastq.gz
B10.fastq.gz,PN12_SID1078.fastq.gz
B11.fastq.gz,PN12_SID1079.fastq.gz
B12.fastq.gz,PN12_SID1080.fastq.gz
C01.fastq.gz,PN12_SID1081.fastq.gz
C02.fastq.gz,PN12_SID1082.fastq.gz
C03.fastq.gz,PN12_SID1083.fastq.gz
C04.fastq.gz,PN12_SID1084.fastq.gz
C05.fastq.gz,PN12_SID1085.fastq.gz
C06.fastq.gz,PN12_SID1086.fastq.gz
C07.fastq.gz,PN12_SID1087.fastq.gz
C08.fastq.gz,PN12_SID1088.fastq.gz
C09.fastq.gz,PN12_SID1089.fastq.gz
C10.fastq.gz,PN12_SID1090.fastq.gz
C11.fastq.gz,PN12_SID1091.fastq.gz
C12.fastq.gz,PN12_SID1092.fastq.gz
D01.fastq.gz,PN12_SID1093.fastq.gz
D02.fastq.gz,PN12_SID1094.fastq.gz
D03.fastq.gz,PN12_SID1095.fastq.gz
D04.fastq.gz,PN12_SID1096.fastq.gz
D05.fastq.gz,PN12_SID1097.fastq.gz
D06.fastq.gz,PN12_SID1098.fastq.gz
D07.fastq.gz,PN12_SID1099.fastq.gz
D08.fastq.gz,PN12_SID1100.fastq.gz
D09.fastq.gz,PN12_SID1101.fastq.gz
D10.fastq.gz,PN12_SID1102.fastq.gz
D11.fastq.gz,PN12_SID1103.fastq.gz
D12.fastq.gz,PN12_SID1104.fastq.gz
E01.fastq.gz,PN12_SID1105.fastq.gz
E02.fastq.gz,PN12_SID1106.fastq.gz
E03.fastq.gz,PN12_SID1107.fastq.gz
E04.fastq.gz,PN12_SID1108.fastq.gz
E05.fastq.gz,PN12_SID1109.fastq.gz
E06.fastq.gz,PN12_SID1110.fastq.gz
