Plot,Rep,Genotype,Species,species_mex,origin,notes1,notes2,GDDTS_corr,GDDTA_corr,PH_corr,EH_corr,NBR_corr,SPAD1_corr,SPAD2_corr,StPu_corr,StPi_corr,BW_corr,BL_corr,SL_corr
4563,2,Zx.0550_P4_P5_P3.1.1.1,Dura,Mex,PV23-748,,,915.4691898,913.4303176,210.7803653,83.66305585,2.689717388,67.18005703,NA,0.012329118,-0.010203681,7.637983606,68.07811942,14.25729739
4564,2,Zv.0230_P1_P5_P1.1.1.1,Bals,Bals,PV23-1729,,,904.2053902,901.997832,203.2739754,78.79308546,0.841001593,69.32842526,52.39966997,0.014598519,-0.01250701,8.477794462,71.35203086,11.54266323
4565,2,Zv.0440_P4_P4_P1.1.1.1,Bals,Bals,PV23-1365,,,886.429915,865.1836228,217.1892455,93.35499874,2.836082379,63.15300148,45.89111754,0.014913047,0.9839569,7.412083833,66.45745832,14.82720275
4566,2,Zv.0290_P2_P4_P1.1.1.1,Bals,Bals,PV23-1744,,,859.0897401,837.9834107,192.1507329,58.16534548,2.287666894,61.58864208,50.12974001,0.012312891,-0.011101161,9.487172811,66.69581889,13.42039886
4567,2,Zx.0580_P2_P3_P1.1.1.1,Nobo,Mex,PV23-1012,,,800.3894065,798.6743622,159.9658077,71.28988578,-0.150146124,54.54760985,NA,0.013351264,0.01038501,5.73200414,38.47793296,13.51792569
4568,2,Zx.0560_P2_P3_P2.1.1.1,Dura,Mex,PV23-563,,,860.7480236,845.2718701,201.464671,76.4510989,0.74042345,59.90005712,49.86724413,0.010478944,-0.00787794,8.573639231,52.59742321,14.99423336
4569,2,Zx.0580_P2_P3_P3.2.1.1,Nobo,Mex,PV23-1023,,,868.9196278,855.5668241,170.5934458,44.8267827,2.080985926,55.88650408,40.6756693,0.013682697,0.007585898,7.992906817,59.03849195,12.79624842
4570,2,Zv.0290_P2_P4_P2.1.1.1,Bals,Bals,PV23-1746,,,924.7459052,920.298598,202.748717,78.0684354,-0.270538049,51.57644986,11.70671422,0.011808201,0.009299407,6.836223458,54.39933795,13.58835831
4571,2,Zl.0020_P3_P4_P3.5.1.1,Zlux,Zlux,PV23-1438,,,892.1829007,853.7828142,187.4535891,66.19374216,1.634563032,61.44028337,27.23302971,0.009405771,0.006151036,8.789605859,65.23640263,15.87223665
4572,2,Zv.0240_P2_P2_P1.3.1.1,Bals,Bals,PV23-2175,,,870.3591464,841.8020227,162.7613308,53.30439145,0.671241784,48.94045031,36.52969875,0.011053938,0.003200222,6.776483087,50.88814541,14.06316606
4573,2,Zd.0010_P2_P1_P1.1.1.1,Zdip,Zdip,PV23-1934,,,893.6968356,867.3898745,180.2604463,64.63825933,1.603703697,56.5663602,41.84262915,0.009461312,0.01125009,8.038309138,63.82281121,12.66095511
4574,2,Zx.0550_P1_P2_P1.1.1.1,Dura,Mex,PV23-649,,,932.821553,919.8124011,168.2444986,51.84677605,1.644425817,49.93900387,6.09946412,0.01032166,0.009324328,7.828944917,62.21482631,12.04282054
4575,2,Zl.0020_P3_P1_P2.1.1.1,Zlux,Zlux,PV23-1401,,,944.2649204,941.0572965,163.9818445,54.98337731,0.60315746,58.80839556,11.97416375,0.010401959,0.022413601,8.282290571,56.97226484,13.43492572
4576,2,Zx.0080_P1_P2_P1.4.1.1,Chal,Mex,PV23-2506,,,925.664849,877.5424131,143.0278466,65.3730413,1.869468466,56.18378159,17.43010501,0.008829042,1.022291058,7.774690139,50.49120619,13.82797236
4577,2,Zv.0260_P2_P3_P2.2.1.1,Bals,Bals,PV23-1800,,,917.9701353,880.2363347,178.2535555,63.47536791,2.750622455,67.21064726,5.896631431,0.00983635,0.045243929,7.732700453,63.33230083,12.32331398
4578,2,B73,B73,B73,,,,894.2175329,855.4996016,181.42429,67.83359664,0.853432679,58.76368314,36.60147066,0.006528146,0.020283731,7.5095281,59.43632089,13.10798903
4579,2,Zx.0510_P1_P3_P2.2.1.1,Mesa,Mex,PV23-2339,,,972.0227199,963.9710845,204.9125483,73.15170293,2.584919305,59.75159156,27.11895319,0.010293002,0.044587317,8.092120927,65.60692551,12.41055646
4580,2,Zx.0090_P2_P2_P1.1.1.1,Chal,Mex,PV23-457,,,839.0366928,820.3312186,179.3985422,64.30043566,0.676561177,61.49064488,49.71996214,0.007394436,-0.00032558,6.876763236,54.28990049,12.89785108
4581,2,Zd.0010_P3_P2_P3.3.1.1,Zdip,Zdip,PV23-2022,,,866.7817582,844.7856761,153.2959208,38.73567416,1.371197969,58.97500563,30.64481974,0.004738009,0.024164311,8.850669796,59.03971795,12.59239717
4582,2,Zd.0020_P2_P1_P1.4.1.1,Zdip,Zdip,PV23-1827,,,965.5846867,909.8411226,221.1539401,84.06094467,2.73001977,57.22344588,38.80800118,0.005040907,0.013939087,8.995854167,67.54863273,15.48069872
4583,2,Zv.0110_P1_P4_P1.1.1.1,Bals,Bals,PV23-1709,,,859.2329696,830.3691022,189.2811607,73.0807662,0.536121454,64.00926488,38.29352686,0.004300211,0.025302976,7.725690507,56.14419947,13.48293444
4584,2,Zx.0450_P1_P5_P2.1.1.1,Mesa,Mex,PV23-2410,,,849.705425,832.9578804,171.7080866,38.33806029,1.638130355,38.78697909,24.49844863,0.003298292,0.033010766,9.103465419,60.20145013,13.17786773
4585,2,B73,B73,B73,,,,912.7806598,877.2055633,188.053603,67.36226869,1.620621906,54.79305007,40.29079526,0.012584792,0.067171695,8.005390489,59.588862,13.09236068
4586,2,Zd.0030_P2_P4_P5.1.1.1,Zdip,Zdip,PV23-912,,,858.9391387,859.1786971,191.6614332,65.09976703,0.519480468,61.31491912,38.78940921,0.013569135,0.059491966,8.927806163,66.34450893,15.29801869
4587,2,Zx.0380_P2_P5_P1.2.1.1,Mesa,Mex,PV23-2391,,,882.9471977,861.069534,194.583926,71.1255227,0.714485253,55.92720662,33.40760816,0.014292253,0.048137219,7.597940807,58.75390692,14.09635944
4588,2,Zx.0540_P3_P5_P1.1.1.1,Dura,Mex,PV23-811,,,882.7955926,860.4321747,197.7992099,82.88664723,1.356944837,58.67536083,47.24840232,0.013971773,0.058356533,5.852520558,62.74161471,14.70862489
4589,2,Zx.0220_P2_P1_P2.1.1.1,Chal,Mex,PV23-403,,,920.7129192,916.763319,182.0051341,59.5594838,1.663666279,54.48649055,23.02782958,0.016610616,0.033840123,7.278249176,62.78224812,13.01464096
4590,2,Zx.0440_P2_P3_P1.1.1.1,Mesa,Mex,PV23-842,,,874.2106759,851.1478256,188.6584327,74.52593824,0.573335398,59.24225821,38.73146121,0.0194916,0.078699223,8.693184405,62.88520935,14.22791429
4591,2,Zx.0580_P3_P3_P3.2.1.1,Nobo,Mex,PV23-1113,,,895.1219547,905.3188776,179.3509582,65.32779522,0.842936564,54.24890399,33.01899538,0.015709168,0.0543073,6.210154315,54.59593407,15.02594477
4592,2,Zv.0480_P3_P5_P1.2.1.1,Bals,Bals,PV23-2237,,,843.0662435,822.2738325,186.3970141,65.08966953,0.740834944,49.79047675,36.51953136,0.018999809,0.079139797,6.732895724,61.26892381,14.44191359
4593,2,Zx.0130_P1_P2_P1.2.1.1,Chal,Mex,PV23-419,,,801.6727066,879.3451234,183.383525,54.09014965,0.859941512,53.05834705,37.5586104,0.017974953,0.05602311,8.174423073,64.10279808,14.54724563
4594,2,Zv.0080_P2_P4_P2.1.1.1,Bals,Bals,PV23-1686,,,911.8605217,909.1386844,222.5029707,77.76736319,0.593406363,53.57775763,34.7083637,0.01953034,0.055951937,8.08148321,60.95925816,14.55487953
4595,2,Zv.0220_P3_P1_P1.2.1.1,Bals,Bals,PV23-1770,,,916.7084517,904.3325161,206.8671347,72.64942561,0.633997461,58.80274064,17.93934963,0.019432528,0.042651525,8.627490877,66.07926485,13.66343765
4596,2,Zd.0030_P2_P1_P2.2.1.1,Zdip,Zdip,PV23-855,,,958.7442908,930.2689274,153.9131935,60.40302189,2.592209743,50.42351437,14.51811557,0.018554682,0.044360667,6.736081502,48.86762952,13.98219572
4597,2,Zv.0260_P2_P2_P1.2.1.1,Bals,Bals,PV23-1792,,,983.5720595,954.5531511,183.3820798,56.98061902,1.65844928,49.48998353,14.28069307,0.020129827,0.036084911,8.473360479,64.1146572,14.58498085
4598,2,B73,B73,B73,,,,877.6487198,855.5676239,183.9979571,59.74388383,0.620434643,63.78129628,45.48945774,0.018464193,0.038791017,9.585483727,63.74343047,12.99457308
4599,2,Zd.0030_P2_P3_P3.1.1.1,Zdip,Zdip,PV23-890,,,908.1207167,939.3469006,207.2055866,91.48133519,0.714184657,49.70851008,32.06851507,0.02084917,0.041673704,6.631030266,44.68515657,13.01116934
4600,2,Zh.0030_P4_P1_P1.2.1.1,Hueh,Hueh,PV23-1277,,,933.56545,920.9831134,201.9922373,67.12453029,2.064976401,64.10983986,48.942793,0.022706222,0.039676018,8.286617161,65.402151,14.01949757
4601,2,Zl.0040_P4_P4_P2.3.1.1,Zlux,Zlux,PV23-1488,,,876.7326615,861.8811658,159.8477194,58.6759074,1.724151258,64.91562747,56.53966642,0.019485027,0.023917706,8.466283395,60.73961364,13.01789345
4602,2,Zd.0020_P3_P4_P3.3.1.1,Zdip,Zdip,PV23-1919,,,890.1776819,888.9103571,185.3658163,64.49311196,-0.166303739,62.15713488,25.8039425,0.022339899,0.041888198,7.423674519,54.20170548,13.54197741
4603,2,Zv.0220_P3_P4_P1.1.1.1,Bals,Bals,PV23-1779,,,954.863991,931.8175751,195.5796945,75.39599586,2.271805514,60.49394523,36.01281733,0.02128406,0.020112703,8.377951541,60.60466866,12.54481785
4604,2,Zx.0160_P2_P3_P2.1.1.1,Chal,Mex,PV23-445,,,901.8605969,928.8553693,182.6271735,74.64736131,1.820396499,61.25528617,47.97957169,0.023866722,0.014873396,7.101960544,60.55298173,16.0519455
4605,2,Zd.0010_P3_P2_P3.2.1.1,Zdip,Zdip,PV23-2021,,,920.8623339,883.8257749,189.6847431,70.16338892,0.825200493,59.72835321,27.29353922,0.023534665,0.018100849,8.666670044,67.634023,13.56766881
4606,2,Zx.0090_P2_P1_P2.2.1.1,Chal,Mex,PV23-456,,,914.3115503,894.7513349,228.1366218,87.10538346,1.67355003,55.37792417,35.51142571,0.021247704,0.020094062,8.825680096,71.14487464,15.88249127
4607,2,Zx.0500_P2_P2_P2.1.1.1,Mesa,Mex,PV23-541,,,879.0942603,844.4354722,193.8513324,73.12283722,1.948337722,59.81143341,15.65162668,0.020133524,-0.003661047,7.355109543,52.4742389,14.58788227
4608,2,Zx.0390_P2_P2_P1.1.1.1,Mesa,Mex,PV23-2452,,,809.0223137,787.3492845,141.8929495,34.20669491,0.911827859,56.63351543,44.38344442,0.023134853,-0.003735531,6.447833811,51.24848556,10.5026285
4609,2,Zx.0340_P2_P2_P2.2.1.1,Chal,Mex,PV23-476,,,897.6561094,910.6985444,207.0326969,72.92592399,2.039461992,60.65175395,29.28541952,0.018924722,0.978578569,8.608080921,68.3067621,14.10282437
4610,2,Zv.0280_P1_P3_P1.1.1.1,Bals,Bals,PV23-2120,,tagged plant dead,831.0960414,807.2470192,160.2129438,50.45334,0.105334248,56.48567703,NA,0.019885871,-0.0286128,6.729755131,50.10711675,14.30907161
4611,2,Zl.0020_P3_P4_P2.2.1.1,Zlux,Zlux,PV23-1433,,,820.124569,941.9176086,208.2745579,76.3362917,1.208604032,53.43034718,42.23314278,0.021589808,-0.031335739,7.246003924,58.80521109,14.31686799
4612,2,Zx.0540_P3_P3_P3.1.1.1,Dura,Mex,PV23-784,,,855.2269026,853.7484314,184.0998123,71.11416188,1.881347991,58.35911452,37.91045699,0.018233787,0.945211503,8.226974775,62.80501072,12.92361757
4613,2,Zv.0210_P1_P2_P1.1.1.1,Bals,Bals,PV23-1751,,,914.9748266,867.6476602,193.5899443,72.96312699,0.863929525,57.44511026,43.06169014,0.00940544,-0.086796795,7.999886843,59.26410081,14.24310484
4614,2,Zd.0030_P2_P2_P1.2.1.1,Zdip,Zdip,PV23-865,,,894.9586721,842.6861177,167.9551179,52.27204346,0.190951781,65.81773636,NA,0.012780572,-0.063253777,7.521052708,51.60328193,12.23660184
4615,2,Zv.0310_P3_P5_P1.2.1.1,Bals,Bals,PV23-2082,,,890.8257852,865.5048749,179.0980762,49.48008728,1.087821616,55.67519333,37.40877763,0.011095728,-0.060411067,7.00698104,55.94770897,12.82905019
4616,2,Zd.0040_P1_P4_P4.1.1.1,Zdip,Zdip,PV23-965,,,881.77067,861.2932801,170.1331779,53.04108058,1.022507368,50.54409845,38.02309952,0.010153652,-0.053071057,7.287483891,49.79208109,13.27302487
4617,2,Zv.0490_P4_P5_P1.1.1.1,Bals,Bals,PV23-2208,,,868.6452328,861.1079233,214.2136908,75.40161329,1.895803772,64.22910885,49.71647269,0.014382831,-0.03520969,7.429333269,58.17745818,11.32300913
4618,2,Zx.0570_P2_P1_P1.1.1.1,Nobo,Mex,PV23-1140,,,848.7990925,814.6911556,183.3877832,54.38234886,0.933515292,58.41036644,47.37996386,0.011400522,0.965064903,7.238544307,56.94247507,14.00838423
4619,2,Zx.0360_P2_P2_P1.2.1.1,Mesa,Mex,PV23-2320,,,915.6187481,930.1900698,192.8586755,66.40441698,2.659914104,59.1800003,40.13505357,0.012533696,-0.010956439,7.810848596,66.14641699,13.60304716
4620,2,Zv.0140_P3_P2_P1.1.1.1,Bals,Bals,PV23-1811,,,905.1117008,919.6002197,202.5339092,81.46800318,1.812414638,56.0331629,31.91245835,0.014839627,-0.012704348,8.653350962,59.16225266,14.58820569
4621,2,Zv.0120_P2_P2_P1.2.1.1,Bals,Bals,PV23-1690,,,918.8462323,897.3019132,183.5365046,64.93176508,1.808013695,62.16267817,47.59375376,0.01519063,-0.015672778,7.989971999,58.40286523,12.77238707
4622,2,Zv.0030_P1_P5_P1.1.1.1,Bals,Bals,PV23-1330,,,989.1635092,983.1551752,198.4843975,85.65029137,3.259383503,69.60425973,46.72218343,0.012626891,-0.01017079,8.967178137,71.17369475,12.56508644
4623,2,Zx.0550_P4_P2_P3.3.1.1,Dura,Mex,PV23-691,,,846.8031714,845.4121198,207.2179687,88.71961991,-0.17901494,54.37132446,37.30837459,0.013701633,0.011872766,7.614073543,54.69002461,15.56200566
4624,2,Zd.0020_P3_P3_P3.3.1.1,Zdip,Zdip,PV23-1907,,,894.0667919,894.5742065,220.6257914,83.88680268,1.711211124,64.93530269,55.33901632,0.010865651,0.994184469,8.557885685,61.14998073,14.03763167
4625,2,Zv.0250_P3_P1_P1.2.1.1,Mesa,Mex,PV23-2279,,,871.0944258,829.0823101,166.6983204,53.34353357,2.052077132,54.7366207,23.73691074,0.01410573,0.010233346,8.079435757,58.13670875,13.93890625
4626,2,Zd.0010_P3_P4_P4.4.1.1,Zdip,Zdip,PV23-2064,,,992.7160701,940.9372241,175.862228,56.74480772,0.7017081,54.2434337,31.05727461,0.012267562,0.012511063,8.024980536,55.84275117,11.03021204
4627,2,Zd.0030_P2_P5_P5.3.1.1,Zdip,Zdip,PV23-935,,,909.8965367,886.9844674,182.6288277,40.08364963,1.608728479,56.62474165,30.67276032,0.009901473,0.009884609,7.380415484,55.62113233,13.81320934
4628,2,Zv.0240_P2_P2_P2.2.1.1,Bals,Bals,PV23-2177,,,918.0570979,860.317958,175.9879523,50.40247121,1.647648481,57.84160646,29.9584703,0.011586004,0.007405395,8.169099929,61.20966173,13.00315771
4629,2,Zl.0020_P3_P1_P3.2.1.1,Zlux,Zlux,PV23-1407,,,866.4195789,855.7715401,177.4744848,64.88953606,1.582223317,56.9824426,34.66032933,0.010029768,0.015879012,9.432439649,63.87826711,13.09985543
4630,2,Zd.0030_P2_P4_P3.4.1.1,Zdip,Zdip,PV23-905,,,871.6525557,829.9103456,179.3508575,72.16718666,0.624505166,50.06791892,44.30599163,0.010926535,0.01434827,7.624268018,50.60629005,13.88053197
4631,2,Zx.0340_P2_P4_P2.2.1.1,Chal,Mex,PV23-479,,,849.445811,878.0485578,191.8666738,94.27406103,1.583916623,40.348133,22.96947593,0.011043284,0.027811626,5.178483373,48.40476531,14.07137384
4632,2,Zv.0420_P3_P3_P2.2.1.1,Bals,Bals,PV23-1638,,,893.7440075,865.5953442,192.5832152,63.55004154,0.849932583,55.43323479,24.71433477,0.009506852,0.028018554,7.071490532,55.46734885,15.46312552
4633,2,Zd.0040_P1_P4_P1.2.1.1,Zdip,Zdip,PV23-955,,,844.4277918,838.1433024,182.3969793,75.47665222,1.729799956,56.0695455,36.57011969,0.010550685,0.051233635,7.429932194,66.95109846,13.45718525
4634,2,Zh.0020_P3_P5_P1.1.1.1,Hueh,Hueh,PV23-1271,,,881.0747539,889.0310718,185.1537471,64.6280982,0.830466723,55.33193615,40.76481829,0.007279041,0.026465432,8.207163871,65.49259447,13.94063301
4635,2,Zd.0030_P2_P2_P4.4.1.1,Zdip,Zdip,PV23-880,,,860.0518208,852.109843,200.3058018,67.73720783,2.559151232,53.42907944,21.67298532,0.011080486,0.050894107,10.49026553,71.09195828,16.74205714
4636,2,Zd.0020_P3_P2_P3.2.1.1,Zdip,Zdip,PV23-1887,,,887.2381861,867.3854906,139.5504531,48.68331849,-0.352316188,48.27687588,30.76549402,0.008218527,0.006052703,5.775511549,39.59552854,12.22826472
4637,2,Zx.0580_P3_P2_P2.3.1.1,Nobo,Mex,PV23-1089,,,917.0089122,876.5639649,188.2976954,59.92745495,1.339287217,51.16899338,35.08258037,0.005598714,0.030575694,7.150051012,56.5590449,13.92173683
4638,2,Zx.0540_P3_P3_P5.4.1.1,Dura,Mex,PV23-794,,,853.3361977,845.6288679,181.0840667,60.09910305,0.695417616,60.22358976,48.23860733,0.005938225,1.020351469,8.895740253,66.07196425,12.80895117
4639,2,Zv.0300_P1_P2_P1.2.1.1,Bals,Bals,PV23-2102,,,860.3521578,844.1869075,127.2008938,31.03682772,1.499372311,15.11336418,17.71747081,0.005234133,0.031685394,6.625767481,45.85774455,12.71006803
4640,2,Zv.0490_P4_P3_P1.2.1.1,Bals,Bals,PV23-2202,,,913.8354624,909.0361455,155.6558748,50.30539106,1.59985011,54.69296757,35.81609005,0.004268813,0.039319999,7.103361277,63.29224674,13.3038364
4643,2,Zv.0470_P2_P1_P1.2.1.1,Bals,Bals,PV23-2239,,,850.5891716,829.9893653,184.4792925,63.19346619,1.582542348,59.25183749,46.79623739,0.000696976,0.041189513,7.895858556,60.7499134,14.11815162
4641,2,Zx.0410_P2_P1_P1.1.1.1,Mesa,Mex,PV23-351,,,942.4592107,939.5258525,178.8580973,58.91530479,1.482290001,34.16874184,10.29941772,0.001642878,0.033636434,6.817938756,54.31908532,12.42491661
4642,2,Zv.0140_P3_P2_P2.1.1.1,Bals,Bals,PV23-1814,,,885.2368065,845.434761,175.6167003,37.9960849,0.679071602,52.57610571,35.72253762,0.002327546,0.022355804,7.187559981,60.33616972,14.12430535
4644,2,Zx.0580_P3_P1_P4.2.1.1,Nobo,Mex,PV23-1078,,,868.8672183,830.883547,156.7680518,48.86338915,0.324252674,54.6192113,42.56875885,0.001968608,0.032614893,7.141571917,57.42514709,12.83758489
4645,2,Zv.0070_P4_P1_P1.2.1.1,Bals,Bals,PV23-1609,,,904.5244243,851.6928109,201.0265551,70.66986882,1.634418589,56.42514677,38.75425366,0.004568997,0.0081198,8.066898497,65.86413268,13.24460737
4646,2,B73,B73,B73,,,,890.5371373,852.1877726,190.8543512,67.77901529,0.547957567,61.07550114,48.4647303,0.007411542,0.052987494,8.381756213,55.46415502,13.15890364
4647,2,Zx.0220_P2_P2_P1.2.1.1,Chal,Mex,PV23-406,,,895.3421928,858.0901693,190.8272551,62.72699779,0.821442111,54.3762918,35.96003348,0.003590695,0.028574697,7.398972805,53.1670857,14.25799303
4648,2,Zv.0270_P2_P2_P1.1.1.1,Bals,Bals,PV23-2153,,,858.3758772,853.5011125,187.2282139,60.63067096,0.722839568,51.21134301,34.06933826,0.006842956,0.053337393,8.722214568,61.82419788,13.67506645
4649,2,Zd.0020_P3_P5_P1.4.1.1,Zdip,Zdip,PV23-1925,,,943.8047269,898.6793979,172.5730534,54.74831554,0.844758748,53.77186103,29.41802999,0.005779759,0.030083722,8.064266819,60.83425207,13.9815292
4650,2,Zv.0230_P1_P5_P2.2.1.1,Bals,Bals,PV23-1732,,,879.3665473,847.3329462,165.9874947,61.49639083,0.580099565,60.082865,12.27803273,0.007296845,0.029796497,6.771635934,54.16031998,12.3902934
4651,2,Zx.0360_P2_P5_P1.2.1.1,Mesa,Mex,PV23-2326,,,870.4350522,860.0436504,182.5735028,77.38670003,1.621531638,45.29783301,16.3196756,0.007160768,1.016217436,7.617599921,59.44746867,12.99994981
4652,2,Zx.0540_P3_P5_P6.2.1.1,Dura,Mex,PV23-825,,,836.0967203,811.8488652,184.7772208,71.07634866,1.579544468,57.80642988,42.47928349,0.006244686,1.017605959,7.325696319,NA,13.51974238
4653,2,Zd.0010_P2_P4_P1.2.1.1,Zdip,Zdip,PV23-1968,,,871.2473429,860.8248748,149.3644723,40.54317094,0.644868541,59.25865471,48.5827541,0.007781618,0.008960952,10.06200863,59.11994314,13.42347507
4654,2,Zl.0040_P4_P4_P2.2.1.1,Zlux,Zlux,PV23-1487,,,877.831525,842.6214083,164.0909128,48.18834044,0.605679398,57.33408679,39.50236688,0.006077792,1.011232894,6.872700338,54.01350913,13.03391043
4655,2,Zx.0090_P2_P5_P1.1.1.1,Chal,Mex,PV23-466,,,862.3848682,846.1749339,151.433484,52.83711576,0.698417368,57.04491413,32.49214249,0.00842459,0.013616685,7.516360836,54.71407099,12.45124864
4656,2,Zh.0030_P4_P4_P1.3.1.1,Hueh,Hueh,PV23-1304,,,870.9569328,860.0310156,188.4091791,76.45365408,2.048738306,54.43086114,33.17692973,0.010243469,0.011066234,9.569631491,68.38303936,12.06023179
4657,2,Zd.0020_P3_P3_P3.1.1.1,Zdip,Zdip,PV23-1905,,,927.0093081,896.1277548,198.4910377,74.03301091,1.708013511,57.62338624,42.38401108,0.006984098,-0.005269657,7.846671071,60.26847338,14.3591927
4658,2,Zx.0540_P3_P1_P2.2.1.1,Dura,Mex,PV23-759,,,847.2355309,847.1357051,195.2188679,65.8939473,1.817976306,57.65451601,46.2580934,0.009800778,0.012141101,8.501319808,67.68043821,12.28373505
4659,2,Zd.0020_P3_P4_P2.1.1.1,Zdip,Zdip,PV23-1914,,,939.819823,935.0303706,157.5696142,50.82940785,0.256428775,42.88366638,11.07635011,0.008706725,-0.010156589,6.652811029,49.33644324,11.58690585
4660,2,Zx.0550_P4_P4_P4.1.1.1,Dura,Mex,PV23-726,,,843.5374633,823.9237187,183.6238549,77.08938066,-0.195243578,53.13888448,23.15212544,0.011251147,-0.015886423,7.273920967,49.73659806,12.59421001
4661,2,Zl.0020_P3_P3_P2.3.1.1,Zlux,Zlux,PV23-1426,,,842.1733773,871.5012496,193.5240973,62.57413715,1.808357006,61.50625317,56.47484289,0.010880817,-0.013116279,7.935534142,65.26336747,14.40994699
4662,2,Zx.0580_P2_P4_P2.2.1.1,Nobo,Mex,PV23-1033,,,852.6521215,836.3721753,165.6560777,33.42338121,0.654542951,45.84962243,31.00133138,0.008555545,-0.011532375,6.791151636,57.90848715,12.12463714
4663,2,Zx.0580_P2_P1_P2.1.1.1,Nobo,Mex,PV23-1002,,,849.397692,830.8292709,205.915028,87.28279019,1.926420177,54.97600085,55.95007685,0.007403007,-0.035637181,7.116831134,54.85768058,13.82976957
4664,2,Zh.0020_P3_P2_P2.4.1.1,Hueh,Hueh,PV23-1251,,,884.4347488,862.284797,186.4389077,69.1780975,1.886904293,65.79062577,54.09039696,0.010365928,-0.035999176,8.00547567,68.64000275,14.14415219
4665,2,B73,B73,B73,,,,913.9000446,892.9776146,161.0686733,48.71191951,2.01204009,46.20178871,29.60083309,0.006117335,-0.053909416,7.361381549,59.79948812,11.14390609
4666,2,Zv.0070_P4_P5_P1.1.1.1,Bals,Bals,PV23-1620,,,904.9179966,865.634321,196.7859582,71.07262646,1.076214501,56.42964889,34.09031398,0.00703997,-0.061262292,8.378611187,57.30329366,13.64967552
4667,2,Zv.0190_P3_P1_P1.2.1.1,Bals,Bals,PV23-1583,,,976.7341001,940.1965222,213.4585659,75.81751352,0.178763318,57.16977991,16.36527474,0.008705347,0.935914685,8.990473326,66.81560988,14.35700065
4668,2,Purple Check,Check,Check,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4669,2,Zv.0220_P3_P2_P2.3.1.1,Bals,Bals,PV23-1778,,,881.5444829,867.9293214,185.9187569,68.73610412,-0.147291636,54.82201816,26.85574229,0.008079653,-0.071599716,8.327902296,60.00694291,13.67697947
4670,2,Zl.0040_P4_P1_P1.4.1.1,Zlux,Zlux,PV23-1451,,,893.0792754,859.0866995,162.4520761,43.02625647,0.180112539,39.69742914,19.96750753,0.011492613,-0.048297168,5.953136659,49.70753874,12.6708017
4671,2,Zx.0580_P2_P3_P1.2.1.1,Nobo,Mex,PV23-1013,,,905.0542322,867.3646395,159.9058819,38.28223671,0.078504157,44.55942498,30.18965591,0.00984555,-0.045640684,6.543386318,55.13526841,13.56367764
4672,2,Zx.0220_P2_P3_P1.1.1.1,Chal,Mex,PV23-409,,,914.5560451,895.2226268,206.4081614,91.98085792,1.015897726,61.93463091,24.39726815,0.0089412,-0.038415789,8.728372394,58.0841008,13.85817784
4673,2,Zx.0450_P1_P5_P2.2.1.1,Mesa,Mex,PV23-2411,,,795.6624024,805.4241636,176.0626518,59.56430416,0.892765456,47.22733265,18.28394296,0.013208052,-0.020586384,5.774733845,37.98429423,13.55873679
4674,2,Zv.0480_P3_P2_P1.2.1.1,Bals,Bals,PV23-2229,,,805.7594869,789.6341263,184.8487836,50.83544152,1.934472122,56.11714648,21.84076655,0.010263367,-0.020251059,6.988361469,45.36237332,13.54467948
4675,2,Zx.0560_P2_P5_P1.1.1.1,Dura,Mex,PV23-577,,,951.8421372,917.7535045,148.8769243,49.15988691,0.664681101,42.69532123,7.389138495,0.011434119,0.003883168,8.464943522,63.57011378,13.73986109
4676,2,Zx.0030_P2_P1_P2.1.1.1,Chal,Mex,PV23-506,,,813.7122704,813.44415,184.9602636,82.47468429,0.820195034,57.45614577,50.15965652,0.013777587,0.002384815,6.411571327,39.97547699,13.92545236
4677,2,Zh.0020_P3_P2_P4.2.1.1,Hueh,Hueh,PV23-1257,,,920.4398719,885.8298605,176.1788194,58.11447961,0.817820116,41.1926448,38.93374354,0.014166102,-0.000245073,6.752178762,53.79337057,13.50994304
4678,2,Zv.0150_P4_P5_P1.2.1.1,Bals,Bals,PV23-2267,,,907.5567469,828.9727205,189.1353767,47.92868322,2.270250674,56.14124579,36.7544801,0.011639865,1.005677055,8.433250029,65.93418349,12.70279229
4679,2,B73,B73,B73,,,,923.5830957,893.8568795,185.6988978,67.01199773,1.832130714,60.01619445,34.03239621,0.012752101,0.028209837,7.883844024,53.71663458,13.49968685
4680,2,Zv.0270_P2_P2_P2.1.1.1,Bals,Bals,PV23-2155,,,894.2189923,821.3422091,189.8156607,46.11419389,1.722141518,57.58979877,36.25413374,0.009953598,0.011063112,8.931101823,64.94112162,13.67511311
4681,2,Zx.0570_P2_P4_P1.1.1.1,Nobo,Mex,PV23-1187,,,916.9658505,876.3207393,177.541576,70.46071484,2.06259313,54.10287814,33.94257412,0.013231139,0.02767243,7.155704987,45.98928382,12.27602911
4682,2,B73,B73,B73,,,tagged plant first to senesce,907.8746163,876.483935,188.3746718,66.76779458,1.711902641,65.32352095,26.05312658,0.011430425,0.030481286,8.203729784,60.54921196,13.26684857
4683,2,Zx.0340_P2_P1_P2.1.1.1,Chal,Mex,PV23-471,,,861.7987806,857.7051999,183.8700692,77.06654607,1.618759622,63.51999127,47.65859755,0.009101791,0.028324566,8.860974308,66.5722774,14.0492546
