Plot,Rep,Genotype,Species,species_mex,origin,notes1,notes2,GDDTS_corr,GDDTA_corr,PH_corr,EH_corr,NBR_corr,SPAD1_corr,SPAD2_corr,StPu_corr,StPi_corr,BW_corr,BL_corr,SL_corr
3001,1,B73,B73,B73,,,,825.8329588,820.869532,219.5440737,70.345958,NA,NA,NA,-0.034925447,0.02587068,NA,NA,NA
3002,1,B73,B73,B73,,,,933.8554552,851.1915314,166.4498618,62.91706661,NA,NA,NA,-0.029550736,0.032040664,NA,NA,NA
3003,1,Zv.0270_P2_P5_P2.1.1.1,Bals,Bals,PV23-2169,,,888.6218514,893.2610214,192.6033053,62.98522017,NA,NA,NA,-0.029864432,-0.004367462,NA,NA,NA
3004,1,Zx.0010_P4_P3_P1.1.1.1,Chal,Mex,PV23-394,,,993.5571835,908.1229026,171.745275,51.19279329,NA,NA,NA,-0.024623963,-0.009946311,NA,NA,NA
3005,1,Zv.0080_P2_P5_P1.2.1.1,Bals,Bals,PV23-1688,,,961.9466953,1040.078541,145.6771722,44.11665038,NA,NA,NA,-0.023935274,-0.004759947,NA,NA,NA
3006,1,Zv.0240_P2_P2_P1.3.1.1,Bals,Bals,PV23-2175,,,993.355305,937.0138295,NA,NA,NA,NA,NA,-0.025009278,0.008448568,NA,NA,NA
3007,1,Zd.0030_P2_P2_P4.5.1.1,Zdip,Zdip,PV23-881,,,972.7001969,911.2099474,NA,NA,NA,NA,NA,-0.017857406,-0.008625253,NA,NA,NA
3008,1,Zx.0550_P4_P5_P1.3.1.1,Dura,Mex,PV23-740,,,795.7421649,811.2907024,178.9023884,75.81988001,NA,NA,NA,-0.018681788,-0.01769908,NA,NA,NA
3009,1,Zx.0370_P2_P2_P1.2.1.1,Mesa,Mex,PV23-368,,,821.7668134,840.0844702,159.2722857,53.48066326,NA,NA,NA,0.978085637,-0.000776536,NA,NA,NA
3010,1,Zv.0480_P3_P2_P1.2.1.1,Bals,Bals,PV23-2229,,,831.2427556,801.557335,154.8307085,54.82755414,NA,NA,NA,-0.016131221,-0.006135089,NA,NA,NA
3011,1,Zx.0580_P3_P3_P3.2.1.1,Nobo,Mex,PV23-1113,,,877.2788244,870.5503152,194.0355971,70.78563335,NA,NA,NA,-0.014301821,-0.007697729,NA,NA,NA
3012,1,Zv.0290_P2_P3_P1.2.1.1,Bals,Bals,PV23-1742,,,869.8284541,889.4504385,153.8102119,52.68165082,NA,NA,NA,-0.01411332,-0.009997805,NA,NA,NA
3013,1,Zd.0040_P1_P3_P1.1.1.1,Zdip,Zdip,PV23-946,,,968.2673612,886.0144108,220.5091936,62.35097361,NA,NA,NA,-0.011568596,-0.057850296,NA,NA,NA
3014,1,Zv.0150_P4_P4_P1.2.1.1,Bals,Bals,PV23-2262,,,889.9916658,899.4601456,182.5950153,67.5694437,NA,NA,NA,-0.007599612,-0.027573762,NA,NA,NA
3015,1,Zx.0220_P2_P1_P2.1.1.1,Chal,Mex,PV23-403,,,921.9348434,920.0732501,199.0931661,62.95182033,NA,NA,NA,-0.010077582,0.019870832,NA,NA,NA
3016,1,Zx.0150_P2_P5_P1.1.1.1,Chal,Mex,PV23-502,,,830.7613586,806.2054084,188.529587,67.15242789,NA,NA,NA,-0.010199352,0.021768538,NA,NA,NA
3017,1,Zv.0420_P3_P3_P1.1.1.1,Bals,Bals,PV23-1634,,,821.8171487,803.9236907,194.5430758,59.33248757,NA,NA,NA,-0.011962046,0.022931305,NA,NA,NA
3018,1,Zd.0010_P3_P5_P1.3.1.1,Zdip,Zdip,PV23-2068,,,894.8196279,873.2380895,181.2012109,42.16062498,NA,NA,NA,-0.017678511,0.027886634,NA,NA,NA
3019,1,Zv.0240_P2_P2_P2.1.1.1,Bals,Bals,PV23-2176,,,835.1362181,829.8819105,178.0411551,62.70569937,NA,NA,NA,-0.014379287,0.010554561,NA,NA,NA
3020,1,Zv.0190_P3_P1_P1.2.1.1,Bals,Bals,PV23-1583,,,868.1310724,847.4409824,NA,NA,NA,NA,NA,-0.013488286,0.019212621,NA,NA,NA
3021,1,Zv.0030_P1_P3_P1.1.1.1,Bals,Bals,PV23-1327,,,925.8126703,890.3556621,NA,NA,NA,NA,NA,-0.020573569,0.035862349,NA,NA,NA
3022,1,Zx.0430_P3_P3_P1.1.1.1,Mesa,Mex,PV23-2430,,,812.4046224,806.4465519,164.4636603,34.74405417,NA,NA,NA,-0.019433005,0.022216063,NA,NA,NA
3023,1,Zl.0010_P1_P3_P1.5.1.1,Zlux,Zlux,PV23-1393,,,892.1096429,893.36463,157.8232624,43.10258947,NA,NA,NA,-0.020055163,0.016574183,NA,NA,NA
3024,1,Zx.0580_P2_P2_P1.1.1.1,Nobo,Mex,PV23-1007,NG,,NA,NA,NA,NA,NA,NA,NA,-0.025229125,0.021678718,NA,NA,NA
3025,1,Zd.0020_P3_P4_P3.1.1.1,Zdip,Zdip,PV23-1917,NG,,NA,NA,NA,NA,NA,NA,NA,-0.024848939,0.057594778,NA,NA,NA
3026,1,Zl.0020_P3_P1_P1.4.1.1,Zlux,Zlux,PV23-1399,,,847.1478268,871.8055014,159.8650088,46.23123813,NA,NA,NA,-0.030157166,0.050920884,NA,NA,NA
3027,1,Zx.0550_P4_P5_P2.1.1.1,Dura,Mex,PV23-743,,,786.2885028,787.4136824,163.7335204,63.33586444,NA,NA,NA,-0.025310417,0.038082956,NA,NA,NA
3028,1,Zx.0580_P3_P4_P1.3.1.1,Nobo,Mex,PV23-1119,,,829.0037834,834.494957,205.7208554,82.22234502,NA,NA,NA,-0.020068671,0.045265532,NA,NA,NA
3029,1,Zx.0410_P2_P2_P1.1.1.1,Mesa,Mex,PV23-354,,,878.1295698,873.6359002,182.007817,64.63453385,NA,NA,NA,-0.020515339,0.009842708,NA,NA,NA
3030,1,Zl.0010_P1_P2_P1.4.1.1,Zlux,Zlux,PV23-1378,,,942.0930077,904.7078718,200.4295263,83.22610521,NA,NA,NA,-0.015407872,0.005208746,NA,NA,NA
3031,1,Zx.0410_P2_P4_P2.2.1.1,Mesa,Mex,PV23-363,,,890.9205707,849.8932668,201.8013267,70.57680674,NA,NA,NA,-0.01485223,0.011296964,NA,NA,NA
3032,1,Zv.0160_P4_P2_P1.1.1.1,Bals,Bals,PV23-1572,,,876.0102384,870.5061422,NA,NA,NA,NA,NA,-0.016059334,0.025366427,NA,NA,NA
3033,1,Zv.0030_P1_P1_P1.2.1.1,Bals,Bals,PV23-1323,,,839.0993413,845.5408952,NA,NA,NA,NA,NA,-0.009040619,1.009123105,NA,NA,NA
3034,1,Zl.0020_P3_P5_P1.4.1.1,Zlux,Zlux,PV23-1441,,,881.2465609,842.552633,185.9452865,44.81864272,NA,NA,NA,-0.009998217,0.000863495,NA,NA,NA
3035,1,B73,B73,B73,,,,874.2873716,866.7898594,183.9641902,59.08697034,NA,NA,NA,-0.013364071,0.018591431,NA,NA,NA
3036,1,Zx.0020_P3_P1_P1.3.1.1,Chal,Mex,PV23-524,,,881.5045217,829.42667,196.1401518,68.10405711,NA,NA,NA,-0.007714272,0.014032387,NA,NA,NA
3037,1,Zd.0020_P2_P1_P2.3.1.1,Zdip,Zdip,PV23-1830,,,889.5242651,876.6835015,191.9370113,72.80307956,NA,NA,NA,-0.006018276,0.013271178,NA,NA,NA
3038,1,Zd.0030_P2_P2_P4.4.1.1,Zdip,Zdip,PV23-880,,,914.2217914,878.499801,201.2953732,71.51544897,NA,NA,NA,-0.005963225,0.011786868,NA,NA,NA
3039,1,Zl.0020_P3_P1_P2.1.1.1,Zlux,Zlux,PV23-1401,,,883.8516326,873.1887843,171.5853963,69.08093032,NA,NA,NA,-0.003551989,-0.035230641,NA,NA,NA
3040,1,Zv.0390_P2_P3_P1.2.1.1,Bals,Bals,PV23-2090,,,932.5457892,888.605665,217.7370643,75.10467967,NA,NA,NA,-0.000667953,-0.026810944,NA,NA,NA
3041,1,Zv.0080_P2_P4_P2.2.1.1,Bals,Bals,PV23-1687,,,869.3055927,849.0776643,168.6710128,35.59518758,NA,NA,NA,-0.003012167,0.019764562,NA,NA,NA
3042,1,Zd.0020_P2_P4_P2.3.1.1,Zdip,Zdip,PV23-1859,,,905.7386713,846.9484842,172.5131917,68.96216494,NA,NA,NA,-0.003000207,0.020820025,NA,NA,NA
3043,1,Zd.0040_P1_P1_P1.4.1.1,Zdip,Zdip,PV23-941,,,866.9259725,860.2516887,185.8838753,71.3671915,NA,NA,NA,-0.004629211,0.021167441,NA,NA,NA
3044,1,B73,B73,B73,,,,891.4526661,838.0327586,184.8359161,71.48245513,NA,NA,NA,-0.010212049,0.025325702,NA,NA,NA
3045,1,Zx.0500_P2_P2_P2.1.1.1,Mesa,Mex,PV23-541,,,854.1499232,830.4921637,192.9072978,76.3776143,NA,NA,NA,-0.006779271,0.007205434,NA,NA,NA
3046,1,Zx.0380_P2_P5_P2.1.1.1,Mesa,Mex,PV23-2392,,,843.3859968,834.209885,NA,NA,NA,NA,NA,-0.005754779,0.015074063,NA,NA,NA
3047,1,Zx.0400_P1_P3_P1.2.1.1,Mesa,Mex,PV23-2420,,,821.3386213,844.3918648,NA,NA,NA,NA,NA,-0.012706626,0.030918914,NA,NA,NA
3048,1,Zl.0030_P2_P2_P1.3.1.1,Zlux,Zlux,PV23-1506,,,894.9662236,869.1218714,197.0123265,78.82503859,NA,NA,NA,-0.011432676,0.016432365,NA,NA,NA
3049,1,Zd.0030_P2_P1_P1.1.1.1,Zdip,Zdip,PV23-849,,,911.5860371,908.4761048,181.8528493,60.76494588,NA,NA,NA,-0.011921489,0.009901045,NA,NA,NA
3050,1,B73,B73,B73,,,,881.2844793,860.9825183,189.7341234,67.48315153,NA,NA,NA,-0.016962141,0.014066195,NA,NA,NA
3051,1,Zx.0500_P2_P2_P1.1.1.1,Mesa,Mex,PV23-539,,,846.8351063,836.9484072,187.8211144,66.39051494,NA,NA,NA,-0.016448668,0.048997055,NA,NA,NA
3052,1,Zx.0010_P4_P4_P2.1.1.1,Chal,Mex,PV23-398,,,832.5349895,849.018991,169.2196637,70.82445647,NA,NA,NA,0.97837639,0.041305682,NA,NA,NA
3053,1,Zx.0450_P1_P2_P2.2.1.1,Mesa,Mex,PV23-2398,,,823.3012236,811.5429288,160.212179,60.77137948,NA,NA,NA,-0.02105921,0.016639328,NA,NA,NA
3054,1,Zx.0580_P2_P5_P1.2.1.1,Nobo,Mex,PV23-1038,,,981.0985915,988.9516684,196.5807416,86.04942202,NA,NA,NA,-0.015951703,0.024837136,NA,NA,NA
3055,1,Zx.0440_P1_P4_P1.1.1.1,Mesa,Mex,PV23-834,,,859.0569288,855.7505012,176.2608824,72.84357038,NA,NA,NA,-0.016532616,-0.009603575,NA,NA,NA
3056,1,Zx.0020_P3_P5_P1.2.1.1,Chal,Mex,PV23-535,,,844.4337142,842.9119065,144.1848768,48.82899129,NA,NA,NA,-0.011559407,-0.013298357,NA,NA,NA
3057,1,Zv.0200_P3_P2_P2.2.1.1,Bals,Bals,PV23-1668,,,887.8358378,834.8379126,167.206854,56.60817641,NA,NA,NA,-0.011138043,-0.006319501,NA,NA,NA
3058,1,Zx.0550_P4_P4_P6.2.1.1,Dura,Mex,PV23-736,,,858.5300613,869.2054798,NA,NA,NA,NA,NA,-0.01247945,0.008589904,NA,NA,NA
3059,1,Zx.0510_P1_P2_P1.2.1.1,Mesa,Mex,PV23-2331,,,926.4345093,918.7518362,NA,NA,NA,NA,NA,-0.005595072,-0.006849732,NA,NA,NA
3060,1,Zx.0470_P2_P1_P2.2.1.1,Mesa,Mex,PV23-2349,,,832.4623068,839.2572108,171.9598288,65.51748512,NA,NA,NA,-0.006687054,-0.014319275,NA,NA,NA
3061,1,Zx.0190_P2_P4_P1.1.1.1,Chal,Mex,PV23-433,,,882.8871133,892.0230026,177.8234907,47.48565757,NA,NA,NA,-0.010187348,0.004205118,NA,NA,NA
3062,1,Zd.0040_P1_P4_P2.4.1.1,Zdip,Zdip,PV23-961,,,955.2895571,883.6838905,187.7670213,67.26356286,NA,NA,NA,-0.004672056,0.000466526,NA,NA,NA
3063,1,Zv.0260_P2_P2_P1.2.1.1,Bals,Bals,PV23-1792,,,996.2725809,950.5483022,170.2481959,68.77426919,NA,NA,NA,-0.003110625,0.00055613,NA,NA,NA
3064,1,Zv.0070_P4_P1_P1.1.1.1,Bals,Bals,PV23-1608,,,861.47343,842.3263856,228.2165926,101.3395156,NA,NA,NA,-0.003190175,0.999948416,NA,NA,NA
3065,1,B73,B73,B73,,,,846.4327412,835.4854444,172.058503,55.79398259,NA,NA,NA,-0.000913563,-0.046176016,NA,NA,NA
3066,1,Zv.0160_P4_P1_P1.2.1.1,Bals,Bals,PV23-1571,,,921.4495092,837.1130004,189.1447107,62.15230278,NA,NA,NA,0.000848723,0.976612881,NA,NA,NA
3067,1,Zv.0150_P4_P5_P2.2.1.1,Bals,Bals,PV23-2269,delayed shoots,,1209.69483,969.4299958,178.499982,58.72635182,NA,NA,NA,-0.00135989,0.022289024,NA,NA,NA
3068,1,B73,B73,B73,,,,911.4344524,902.2238162,178.6894118,58.19870004,NA,NA,NA,-0.001212354,0.022436193,NA,NA,NA
3069,1,Zd.0020_P2_P2_P2.2.1.1,Zdip,Zdip,PV23-1840,,,842.5820319,840.5026112,172.3280551,49.74166074,NA,NA,NA,-0.002705818,0.021885191,NA,NA,NA
3070,1,Zd.0010_P3_P4_P1.2.1.1,Zdip,Zdip,PV23-2049,,,880.7824657,894.0366484,207.4734218,65.04144846,NA,NA,NA,-0.008153165,1.025175398,NA,NA,NA
3071,1,Zv.0300_P1_P4_P1.2.1.1,Bals,Bals,PV23-2111,,,935.3329971,916.764508,179.6772181,75.18301265,NA,NA,NA,-0.004584951,0.006218389,NA,NA,NA
3072,1,Zv.0260_P2_P4_P1.2.1.1,Bals,Bals,PV23-1802,,,848.6685949,845.8634179,NA,NA,NA,NA,NA,-0.003425068,0.013262308,NA,NA,NA
3073,1,Zv.0480_P2_P3_P1.1.1.1,Bals,Bals,PV23-2218,,,932.0879601,932.7204448,NA,NA,NA,NA,NA,-0.010241561,0.02827428,NA,NA,NA
3074,1,Zx.0340_P2_P1_P1.2.1.1,Chal,Mex,PV23-470,,,870.6912007,837.4130226,197.1196317,66.85123743,NA,NA,NA,-0.008832276,0.012926555,NA,NA,NA
3075,1,Zh.0020_P3_P1_P1.2.1.1,Hueh,Hueh,PV23-1239,,,932.1858094,920.5919435,280.1910296,77.33869315,NA,NA,NA,-0.00918576,0.005492866,NA,NA,NA
3076,1,Zv.0430_P3_P5_P1.1.1.1,Bals,Bals,PV23-1355,,,840.7140753,842.5829216,239.3524926,93.63210141,NA,NA,NA,-0.014091086,0.00871583,NA,NA,NA
3077,1,Zl.0050_P1_P1_P1.4.1.1,Zlux,Zlux,PV23-1207,,,895.0703461,891.9112525,187.7301548,66.10960658,NA,NA,NA,-0.013442288,0.042668053,NA,NA,NA
3078,1,Zv.0140_P3_P5_P1.1.1.1,Bals,Bals,PV23-1819,,,879.905058,873.0793623,195.3935099,75.08226882,NA,NA,NA,-0.018481914,0.033965816,NA,NA,NA
3079,1,Zx.0550_P4_P5_P2.2.1.1,Dura,Mex,PV23-744,,,854.7690661,870.1674188,188.6436165,60.49669277,NA,NA,NA,-0.015805623,0.024589877,NA,NA,NA
3080,1,B73,B73,B73,,,,916.8174082,844.3047592,181.1526054,55.31323195,NA,NA,NA,-0.010833999,0.033793006,NA,NA,NA
3081,1,Zx.0580_P2_P5_P3.1.1.1,Nobo,Mex,PV23-1047,,,892.3877027,870.0382269,186.8906831,73.5976792,NA,NA,NA,-0.0115508,1.000327108,NA,NA,NA
3082,1,Zx.0500_P2_P3_P2.3.1.1,Mesa,Mex,PV23-548,,,818.1267373,828.8495811,145.7393041,64.05098772,NA,NA,NA,-0.006713468,-0.00242281,NA,NA,NA
3083,1,Zv.0480_P3_P4_P1.2.1.1,Bals,Bals,PV23-2234,,,940.5628212,865.5233459,180.591424,43.32007828,NA,NA,NA,-0.006427968,0.005474779,NA,NA,NA
3084,1,Zx.0370_P2_P1_P1.2.1.1,Mesa,Mex,PV23-366,,,862.9710872,855.2895403,NA,NA,NA,NA,NA,-0.00790523,0.021282266,NA,NA,NA
3085,1,Zx.0150_P2_P4_P1.2.1.1,Chal,Mex,PV23-501,,,931.4919767,919.9427937,NA,NA,NA,NA,NA,-0.001156716,0.006729741,NA,NA,NA
3086,1,Zx.0350_P1_P3_P2.1.1.1,Mesa,Mex,PV23-2373,,,851.8864141,854.7713036,177.7866351,71.16670968,NA,NA,NA,-0.002384587,1.000148172,NA,NA,NA
3087,1,Zh.0020_P3_P4_P1.1.1.1,Hueh,Hueh,PV23-1266,,,889.6359503,861.6552225,200.4947708,66.9475401,NA,NA,NA,-0.006020807,0.01957356,NA,NA,NA
3088,1,Zh.0020_P3_P1_P1.1.1.1,Hueh,Hueh,PV23-1238,,,929.6634508,839.1851367,171.2733436,58.60723984,NA,NA,NA,-0.000641487,0.016760346,NA,NA,NA
3089,1,Zh.0020_P3_P3_P1.4.1.1,Hueh,Hueh,PV23-1264,,,890.0142531,900.781365,181.5542296,51.05452914,NA,NA,NA,0.00078393,0.01778903,NA,NA,NA
3090,1,Zv.0010_P3_P4_P1.1.1.1,Bals,Bals,PV23-1566,,,915.122935,856.9242049,129.2593314,51.59386843,NA,NA,NA,0.00056833,0.018102256,NA,NA,NA
3091,1,Zx.0540_P3_P5_P4.5.1.1,Dura,Mex,PV23-823,,,950.3554738,911.4190159,198.7613288,70.04255809,NA,NA,NA,0.002708864,-0.027143848,NA,NA,NA
3092,1,Zv.0080_P2_P4_P2.1.1.1,Bals,Bals,PV23-1686,,,943.9736423,943.8219038,195.5433066,73.26262987,NA,NA,NA,0.004470104,0.95256987,NA,NA,NA
3093,1,B73,B73,B73,,,,877.7628753,854.8416906,182.1077612,59.73261343,NA,NA,NA,0.002397332,-0.002582262,NA,NA,NA
3094,1,Zx.0510_P1_P5_P1.1.1.1,Mesa,Mex,PV23-2343,,,883.8574768,838.1922601,202.440376,67.1249077,NA,NA,NA,0.002680677,-0.003338379,NA,NA,NA
3095,1,Zx.0100_P4_P5_P1.2.1.1,Chal,Mex,PV23-391,,,829.8746572,837.6271053,137.1894876,61.63404833,NA,NA,NA,0.001322988,0.995157206,NA,NA,NA
3096,1,Purple Check,Check,Check,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3097,1,Zl.0010_P1_P1_P1.1.1.1,Zlux,Zlux,PV23-1370,,,921.2952611,898.4208615,157.8606594,49.21788245,NA,NA,NA,-0.000284714,-0.02244237,NA,NA,NA
3098,1,Zx.0580_P2_P2_P1.3.1.1,Nobo,Mex,PV23-1009,,,941.9874427,918.4541661,NA,NA,NA,NA,NA,0.00101083,-0.016356855,NA,NA,NA
3099,1,Zd.0010_P2_P4_P4.2.1.1,Zdip,Zdip,PV23-1982,,,826.142941,839.1215164,NA,NA,NA,NA,NA,-0.00567002,0.997702998,NA,NA,NA
3100,1,Zv.0430_P3_P1_P1.1.1.1,Bals,Bals,PV23-1345,,,933.2158181,909.2784699,229.1595886,106.7420344,NA,NA,NA,-0.004125091,-0.018591562,NA,NA,NA
3101,1,B73,B73,B73,,,,933.3302898,900.8736162,176.3648627,62.67816763,NA,NA,NA,-0.004342915,-0.026971256,NA,NA,NA
3102,1,Zv.0040_P3_P3_P1.2.1.1,Bals,Bals,PV23-1338,,,917.6795287,914.1654332,170.4391003,79.43888993,NA,NA,NA,-0.009112558,-0.024704551,NA,NA,NA
3103,1,Zv.0100_P3_P1_P1.2.1.1,Bals,Bals,PV23-2141,,,894.1418932,886.8957372,164.4816263,43.35379445,NA,NA,NA,-0.008328054,0.008271621,NA,NA,NA
3104,1,Zv.0480_P3_P5_P1.1.1.1,Bals,Bals,PV23-2236,,,878.5936286,851.8767663,173.6880935,51.71420338,NA,NA,NA,-0.01323197,-0.001429514,NA,NA,NA
3105,1,B73,B73,B73,,,,897.6506754,883.1865169,166.7544924,54.48545825,NA,NA,NA,-0.009643858,0.007614979,NA,NA,NA
3106,1,Zh.0030_P4_P3_P3.2.1.1,Hueh,Hueh,PV23-1298,,,895.5817599,841.979514,170.8423593,68.97300465,NA,NA,NA,-0.004806819,0.017810521,NA,NA,NA
3107,1,Zx.0570_P2_P2_P2.2.1.1,Nobo,Mex,PV23-1161,,,840.4754272,809.0194247,150.0411291,47.89884768,NA,NA,NA,-0.005658189,-0.01466842,NA,NA,NA
3108,1,Zv.0260_P2_P1_P2.1.1.1,Bals,Bals,PV23-1789,,,968.0514995,916.6451551,181.0744223,62.97425647,NA,NA,NA,-0.000955395,-0.016434005,NA,NA,NA
3109,1,Zv.0280_P1_P1_P1.1.1.1,Bals,Bals,PV23-2115,,,855.3286963,848.5212575,162.8334065,51.88518282,NA,NA,NA,-0.000804404,-0.007546037,NA,NA,NA
3110,1,Zx.0550_P4_P1_P3.1.1.1,Dura,Mex,PV23-675,,,901.6250766,883.3913004,NA,NA,NA,NA,NA,-0.002416157,0.009267197,NA,NA,NA
3111,1,Zd.0010_P2_P5_P2.4.1.1,Zdip,Zdip,PV23-1992,,,863.492302,873.0058941,NA,NA,NA,NA,NA,0.00419787,-0.004267234,NA,NA,NA
3112,1,Zx.0570_P2_P1_P4.1.1.1,Nobo,Mex,PV23-1152,,,844.880793,853.5845559,166.9953058,36.12999316,NA,NA,NA,0.002835493,0.990172138,NA,NA,NA
3113,1,Zv.0200_P3_P2_P1.1.1.1,Bals,Bals,PV23-1664,,,882.6871792,860.3472948,177.5048641,51.89976574,NA,NA,NA,-0.000935265,0.010608736,NA,NA,NA
3114,1,Zd.0010_P3_P1_P1.1.1.1,Zdip,Zdip,PV23-2002,,,940.0005798,898.3183325,183.2083995,86.63353006,NA,NA,NA,0.004309478,0.008781954,NA,NA,NA
3115,1,Zx.0560_P2_P3_P3.1.1.1,Dura,Mex,PV23-566,,,898.0561965,898.5555471,159.4940539,64.22421242,NA,NA,NA,0.005600277,0.010749745,NA,NA,NA
3116,1,Zx.0550_P4_P1_P1.1.1.1,Dura,Mex,PV23-670,,,907.4519328,854.0281492,182.2055716,71.95506953,NA,NA,NA,0.005250025,0.011925225,NA,NA,NA
3117,1,Zd.0030_P2_P4_P3.3.1.1,Zdip,Zdip,PV23-904,,,907.3655204,861.3805269,168.6676392,58.62017326,NA,NA,NA,0.007255876,-0.032555468,NA,NA,NA
3118,1,Zx.0570_P2_P3_P1.3.1.1,Nobo,Mex,PV23-1174,,,861.0293526,831.546365,211.8443984,75.97204246,NA,NA,NA,0.00956659,-0.040142502,NA,NA,NA
3119,1,Zv.0150_P4_P1_P1.1.1.1,Bals,Bals,PV23-2258,,,876.8090925,869.2865888,189.2557483,63.14262947,NA,NA,NA,0.007626132,0.003980775,NA,NA,NA
3120,1,Zx.0550_P4_P3_P4.1.1.1,Dura,Mex,PV23-705,,,852.6486274,853.3233605,177.4060041,66.25134689,NA,NA,NA,0.008041763,0.002399057,NA,NA,NA
3121,1,Zx.0390_P2_P1_P1.2.1.1,Mesa,Mex,PV23-2449,,,875.8295549,883.2900843,187.0008881,48.51392332,NA,NA,NA,0.006816324,-2.03E-05,NA,NA,NA
3122,1,Zd.0030_P2_P3_P2.1.1.1,Zdip,Zdip,PV23-885,,,951.6305668,942.5765167,159.2515435,61.66037699,NA,NA,NA,0.001636918,0.00131539,NA,NA,NA
3123,1,Zx.0090_P2_P1_P2.2.1.1,Chal,Mex,PV23-456,,,923.9999613,899.8072866,206.7925224,69.81040273,NA,NA,NA,0.005472992,-0.019643006,NA,NA,NA
3124,1,Zd.0040_P1_P5_P4.2.1.1,Zdip,Zdip,PV23-994,,,881.7409417,888.8159378,NA,NA,NA,NA,NA,0.006900666,-0.014623133,NA,NA,NA
3125,1,Zd.0040_P1_P4_P5.1.1.1,Zdip,Zdip,PV23-970,,,906.1635238,870.313531,NA,NA,NA,NA,NA,0.000351925,-0.001636505,NA,NA,NA
3126,1,Zh.0020_P3_P2_P2.1.1.1,Hueh,Hueh,PV23-1248,,,921.6191538,926.1928866,200.0693719,77.62338138,NA,NA,NA,0.002028961,-0.018992683,NA,NA,NA
3127,1,Zd.0020_P3_P4_P2.3.1.1,Zdip,Zdip,PV23-1916,,,907.5331446,872.7874246,135.3306628,46.80303646,NA,NA,NA,0.001943261,-0.028409969,NA,NA,NA
3128,1,Zv.0480_P2_P2_P1.2.1.1,Bals,Bals,PV23-2217,,,831.9735295,840.1769633,152.2088338,60.83796704,NA,NA,NA,-0.002694226,-0.027157494,NA,NA,NA
3129,1,B73,B73,B73,,,,902.5438608,859.4712507,186.8323976,63.03694679,NA,NA,NA,-0.001777529,0.00482585,NA,NA,NA
3130,1,Zv.0210_P1_P2_P1.2.1.1,Bals,Bals,PV23-1752,,,1016.810809,985.0780466,206.5351848,87.6887634,NA,NA,NA,-0.006549225,-0.005847996,NA,NA,NA
3131,1,Zx.0560_P2_P5_P3.2.1.1,Dura,Mex,PV23-586,,,880.2752758,889.1671574,210.8750197,58.39887829,NA,NA,NA,-0.00211375,-0.021303678,NA,NA,NA
3132,1,Zl.0050_P1_P4_P1.1.1.1,Zlux,Zlux,PV23-1220,,,865.2405524,847.244277,206.2363673,71.61083159,NA,NA,NA,0.002595052,-0.010181201,NA,NA,NA
3133,1,Zv.0060_P4_P2_P1.2.1.1,Bals,Bals,PV23-1531,,,840.0424925,857.805368,153.6730222,47.31548902,NA,NA,NA,0.001615478,-0.041684647,NA,NA,NA
3134,1,Zd.0010_P3_P2_P4.1.1.1,Zdip,Zdip,PV23-2025,,,997.6630275,1003.15628,191.8312878,72.22278992,NA,NA,NA,0.00619011,-0.042426051,NA,NA,NA
3135,1,Zd.0030_P2_P4_P3.4.1.1,Zdip,Zdip,PV23-905,,,852.0253907,837.1702994,180.5610649,69.01797657,NA,NA,NA,0.006212969,-0.032472637,NA,NA,NA
3136,1,B73,B73,B73,,,,911.5829046,856.3537155,NA,NA,NA,NA,NA,0.004473095,-0.014564044,NA,NA,NA
3137,1,Zx.0560_P4_P3_P5.1.1.1,Dura,Mex,PV23-628,,,886.0195751,860.025997,NA,NA,NA,NA,NA,0.01095899,-0.026994959,NA,NA,NA
3138,1,Zd.0010_P2_P2_P2.2.1.1,Zdip,Zdip,PV23-1947,,,944.6334417,948.8813928,187.0653818,66.32159499,NA,NA,NA,0.009468455,-0.03147075,NA,NA,NA
3139,1,Zd.0030_P2_P5_P5.1.1.1,Zdip,Zdip,PV23-933,,,856.0653006,861.6589601,196.5475066,60.29559676,NA,NA,NA,0.0055695,-0.009992292,NA,NA,NA
3140,1,Zx.0520_P2_P4_P1.2.1.1,Mesa,Mex,PV23-2296,,,892.8798041,868.0342552,198.4173064,56.30377942,NA,NA,NA,0.010686002,-0.010842295,NA,NA,NA
3141,1,Zx.0440_P2_P4_P1.1.1.1,Mesa,Mex,PV23-844,,,950.9729615,914.2856528,269.0210757,115.2128347,NA,NA,NA,0.011848514,-0.007976376,NA,NA,NA
3142,1,Zx.0430_P3_P4_P1.2.1.1,Mesa,Mex,PV23-2434,,,908.0351045,883.7197531,187.092044,77.27876175,NA,NA,NA,0.011369938,-0.005986703,NA,NA,NA
3143,1,Zx.0580_P2_P4_P1.2.1.1,Nobo,Mex,PV23-1028,,,907.2889436,892.2263891,149.8958938,50.27816136,NA,NA,NA,0.013247435,-0.049739491,NA,NA,NA
3144,1,Zx.0380_P2_P5_P1.2.1.1,Mesa,Mex,PV23-2391,,,905.1027965,860.5240822,183.2047259,73.53629592,NA,NA,NA,0.002977357,-0.03421738,NA,NA,NA
3145,1,Zx.0540_P3_P4_P5.3.1.1,Dura,Mex,PV23-809,,,905.8704098,868.3902411,167.1379621,54.37437006,NA,NA,NA,0.001159261,0.009132264,NA,NA,NA
